,index,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
835,134659,256187,0,Cash loans,M,Y,Y,0,166500.0,742500.0,41589.0,742500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.026392,-20038,-5507,-618.0,-2165,10.0,1,1,0,1,1,0,Managers,2.0,2,2,THURSDAY,15,0,0,0,0,0,0,Business Entity Type 3,,0.6960155153943958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
836,230628,367137,0,Cash loans,F,N,Y,0,67500.0,261801.0,20403.0,234000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.030755,-22978,365243,-2003.0,-4555,,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,9,0,0,0,0,0,0,XNA,,0.6939991575108412,0.6479768603302221,0.1196,0.0767,0.9806,0.7348,0.023,0.08,0.069,0.3333,0.375,0.0705,,0.0972,,0.0,0.1218,0.0796,0.9806,0.7452,0.0232,0.0806,0.069,0.3333,0.375,0.0721,,0.1013,,0.0,0.1207,0.0767,0.9806,0.7383,0.0231,0.08,0.069,0.3333,0.375,0.0718,,0.099,,0.0,reg oper spec account,block of flats,0.08900000000000001,"Stone, brick",No,0.0,0.0,0.0,0.0,-705.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
837,185135,314602,0,Cash loans,F,N,Y,0,202500.0,521280.0,31630.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010006,-15145,-407,-6628.0,-5638,,1,1,0,1,0,0,,2.0,2,2,MONDAY,14,0,0,0,0,0,0,Self-employed,0.7284574081624229,0.714582662313364,0.06779391064125932,0.0577,0.0663,0.9786,0.7076,,0.0,0.1379,0.1667,0.2083,0.0628,,,,0.0499,0.0588,0.0688,0.9786,0.7190000000000001,,0.0,0.1379,0.1667,0.2083,0.0642,,,,0.0528,0.0583,0.0663,0.9786,0.7115,,0.0,0.1379,0.1667,0.2083,0.0639,,,,0.0509,reg oper account,block of flats,0.0431,Block,No,1.0,0.0,1.0,0.0,-1880.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
838,286691,432051,0,Cash loans,F,N,Y,0,112500.0,298512.0,28039.5,270000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.022625,-10075,-857,-788.0,-2710,,1,1,0,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,Trade: type 1,,0.3710889849593557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-34.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,
839,132518,253700,0,Cash loans,F,Y,Y,0,58500.0,305221.5,15934.5,252000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018801,-18218,-167,-5346.0,-1490,20.0,1,1,0,1,0,0,,2.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,Trade: type 2,,0.363395823966064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-132.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
840,22264,125917,0,Cash loans,F,N,Y,0,135000.0,269550.0,21739.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.00963,-18651,-803,-2770.0,-2202,,1,1,1,1,0,0,Low-skill Laborers,2.0,2,2,MONDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.5578905565177905,0.023887015867299983,0.4014074137749511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-941.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
841,157402,282452,0,Cash loans,F,N,Y,1,135000.0,314100.0,16164.0,225000.0,Unaccompanied,Working,Higher education,Separated,House / apartment,0.018634,-16501,-1464,-3680.0,-41,,1,1,0,1,0,1,High skill tech staff,2.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,Electricity,0.6827620245145751,0.6237916976092904,0.6246146584503397,0.3577,0.2149,0.9811,,,0.28,0.2414,0.3333,,0.1175,,0.3015,,0.1367,0.3634,0.223,0.9811,,,0.282,0.2414,0.3333,,0.1202,,0.2994,,0.1447,0.3612,0.2149,0.9811,,,0.28,0.2414,0.3333,,0.1196,,0.307,,0.1396,,block of flats,0.2664,"Stone, brick",No,1.0,0.0,1.0,0.0,-344.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
842,190248,320584,0,Cash loans,M,N,N,0,112500.0,254700.0,23814.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,Rented apartment,0.015221,-10957,-3161,-4400.0,-3290,,1,1,0,1,1,0,Laborers,1.0,2,2,THURSDAY,10,0,0,0,1,1,0,Trade: type 7,0.20228759536416188,0.6235094072545607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-299.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
843,134519,256029,0,Cash loans,M,N,N,0,135000.0,942300.0,27135.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.022625,-15633,-999,-9736.0,-4280,,1,1,0,1,1,0,Laborers,2.0,2,2,MONDAY,15,0,0,0,0,0,0,Business Entity Type 2,0.4154293385887046,0.5328379245053012,0.33285056416487313,0.1093,0.0703,0.9851,0.7959999999999999,0.0244,0.12,0.1034,0.3333,0.375,0.0905,0.0891,0.1151,,0.0075,0.1113,0.073,0.9851,0.804,0.0246,0.1208,0.1034,0.3333,0.375,0.0925,0.0973,0.1199,,0.0079,0.1103,0.0703,0.9851,0.7987,0.0246,0.12,0.1034,0.3333,0.375,0.0921,0.0906,0.1172,,0.0076,reg oper account,block of flats,0.0922,"Stone, brick",No,0.0,0.0,0.0,0.0,-1001.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
844,31231,136238,0,Cash loans,F,N,Y,0,99000.0,517500.0,21204.0,517500.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.014519999999999996,-20394,-13539,-8711.0,-3908,,1,1,0,1,0,0,Laborers,1.0,2,2,FRIDAY,13,0,0,0,0,0,0,Other,,0.2741803700587754,0.470456116119975,0.2124,0.0732,0.9881,,,,0.069,0.3333,,,,0.0737,,0.0,0.2164,0.0759,0.9881,,,,0.069,0.3333,,,,0.0767,,0.0,0.2144,0.0732,0.9881,,,,0.069,0.3333,,,,0.075,,0.0,,block of flats,0.1015,Panel,No,1.0,0.0,1.0,0.0,-858.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
845,83716,197092,0,Cash loans,F,N,Y,1,90000.0,463500.0,19615.5,463500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.007114,-12573,-31,-6250.0,-35,,1,1,0,1,0,0,Accountants,3.0,2,2,THURSDAY,16,0,0,0,0,0,0,Government,,0.7130996427658027,0.6178261467332483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-914.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0.0,3.0
846,281343,425930,0,Cash loans,M,Y,Y,0,270000.0,241618.5,27391.5,229500.0,Family,Working,Higher education,Single / not married,House / apartment,0.018634,-11403,-128,-3064.0,-3681,8.0,1,1,0,1,0,0,Laborers,1.0,2,2,WEDNESDAY,12,0,1,1,0,1,1,Business Entity Type 3,,0.5280176777540218,0.3506958432829587,0.0619,0.0763,0.9806,0.0,0.0334,0.0,0.1379,0.1667,0.2083,0.037000000000000005,0.0504,0.0545,0.0,0.0,0.063,0.0792,0.9806,0.0,0.0337,0.0,0.1379,0.1667,0.2083,0.0378,0.0551,0.0567,0.0,0.0,0.0625,0.0763,0.9806,0.0,0.0336,0.0,0.1379,0.1667,0.2083,0.0376,0.0513,0.0554,0.0,0.0,reg oper account,block of flats,0.0611,"Stone, brick",No,2.0,0.0,2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
847,77080,189381,0,Cash loans,F,N,Y,0,90000.0,316125.0,12046.5,261000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018029,-19285,365243,-333.0,-2844,,1,0,0,1,0,0,,2.0,3,3,SATURDAY,11,0,0,0,0,0,0,XNA,0.5643209407864321,0.17293807360869165,0.1777040724853336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,0.0,-535.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
848,36034,141739,0,Cash loans,F,N,Y,0,54000.0,144000.0,14157.0,144000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.014519999999999996,-24032,365243,-11744.0,-3966,,1,0,0,1,1,0,,1.0,2,2,MONDAY,8,0,0,0,0,0,0,XNA,,0.41922621764956747,,,0.1585,0.9836,0.7756,,0.24,0.2069,0.3333,,0.1211,,0.225,,0.0,,0.1645,0.9836,0.7844,,0.2417,0.2069,0.3333,,0.1239,,0.2344,,0.0,,0.1585,0.9836,0.7786,,0.24,0.2069,0.3333,,0.1232,,0.22899999999999998,,0.0,,block of flats,0.1769,Panel,No,0.0,0.0,0.0,0.0,-1508.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
849,50319,158260,0,Revolving loans,F,N,Y,0,180000.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.018634,-10296,-420,-8817.0,-1796,,1,1,0,1,0,0,Sales staff,1.0,2,2,TUESDAY,17,0,0,0,1,1,0,Self-employed,0.02612321330268332,0.12655427854603366,0.0720131886405828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-476.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
850,282997,427788,0,Cash loans,F,N,Y,0,85500.0,269550.0,12001.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.026392,-20509,365243,-861.0,-4062,,1,0,0,1,1,0,,2.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,XNA,,0.3769100208916243,0.4365064990977374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1328.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
851,66114,176676,0,Cash loans,F,Y,Y,0,265500.0,1762110.0,46480.5,1575000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006305,-16685,-7977,-564.0,-221,41.0,1,1,0,1,0,0,,2.0,3,3,FRIDAY,11,0,0,0,0,0,0,Agriculture,0.6580053573364804,0.4021283440199701,0.5937175866150576,0.0928,0.113,0.9836,0.7688,0.087,0.0,0.2069,0.1667,0.2083,0.0679,0.0756,0.0909,0.0,0.0,0.0945,0.1173,0.9831,0.7779,0.0878,0.0,0.2069,0.1667,0.2083,0.0695,0.0826,0.0947,0.0,0.0,0.0937,0.113,0.9836,0.7719,0.0875,0.0,0.2069,0.1667,0.2083,0.0691,0.077,0.0926,0.0,0.0,reg oper account,block of flats,0.0708,Panel,No,0.0,0.0,0.0,0.0,-1723.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
852,233229,370141,0,Cash loans,F,Y,N,1,103500.0,427500.0,20790.0,427500.0,Children,Working,Higher education,Married,House / apartment,0.010556,-8900,-490,-3765.0,-1421,7.0,1,1,0,1,1,0,Laborers,3.0,3,3,MONDAY,10,0,0,0,0,1,1,Other,0.2719109020405957,0.4285606427331067,0.2851799046358216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-407.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
853,47421,154913,0,Cash loans,M,Y,N,2,270000.0,2085120.0,65601.0,1800000.0,Unaccompanied,State servant,Secondary / secondary special,Married,Office apartment,0.006296,-14952,-3241,-9250.0,-1005,13.0,1,1,0,1,0,1,Drivers,4.0,3,3,TUESDAY,14,0,0,0,0,0,0,Security Ministries,0.28884319597396024,0.5847652359463056,0.3740208032583212,0.0619,0.0655,0.9826,0.762,,0.0,0.1379,0.1667,0.2083,0.0663,0.0504,0.0361,0.0,0.0585,0.063,0.0679,0.9826,0.7713,,0.0,0.1379,0.1667,0.2083,0.0678,0.0551,0.0376,0.0,0.0619,0.0625,0.0655,0.9826,0.7652,,0.0,0.1379,0.1667,0.2083,0.0674,0.0513,0.0367,0.0,0.0597,reg oper account,block of flats,0.0411,Panel,No,0.0,0.0,0.0,0.0,-1119.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
854,207503,340514,0,Cash loans,M,N,Y,1,261000.0,1350000.0,39604.5,1350000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.022625,-11016,-218,-456.0,-3530,,1,1,0,1,0,0,,3.0,2,2,THURSDAY,18,0,0,0,0,0,0,Self-employed,0.5928930321698559,0.3605827703387404,0.392773860603134,0.0912,0.1044,0.9841,,,0.0,0.1724,0.1667,,,,0.0886,,0.0267,0.084,0.105,0.9841,,,0.0,0.1379,0.1667,,,,0.0915,,0.0283,0.0921,0.1044,0.9841,,,0.0,0.1724,0.1667,,,,0.0902,,0.0273,,block of flats,0.0832,Block,No,2.0,2.0,2.0,0.0,-2116.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,5.0
855,81450,194446,0,Revolving loans,F,N,Y,0,247500.0,540000.0,27000.0,540000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.019101,-21924,365243,-4437.0,-1084,,1,0,0,1,0,0,,2.0,2,2,THURSDAY,10,0,0,0,0,0,0,XNA,0.8851799290485195,0.26231337486945644,0.6925590674998008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,6.0,1.0,-659.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0
856,208312,341456,0,Cash loans,M,Y,N,1,202500.0,269550.0,16285.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-11887,-3558,-2799.0,-3501,3.0,1,1,1,1,1,0,Laborers,3.0,2,2,SATURDAY,18,0,0,0,0,0,0,Transport: type 4,0.20182440912835087,0.5423614663212196,0.7449321846094795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1675.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
857,16905,119714,0,Cash loans,F,Y,Y,2,157500.0,497520.0,52371.0,450000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.035792000000000004,-14053,-1617,-1668.0,-4999,9.0,1,1,0,1,0,0,Core staff,4.0,2,2,FRIDAY,11,0,0,0,0,0,0,Government,0.6156095157643476,0.6740158541950689,0.7544061731797895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1528.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
858,118276,237154,0,Cash loans,M,N,Y,0,180000.0,447768.0,29151.0,405000.0,Family,Working,Secondary / secondary special,Single / not married,House / apartment,0.016612000000000002,-10215,-2739,-4205.0,-2881,,1,1,1,1,0,0,Laborers,1.0,2,2,SATURDAY,10,0,0,0,0,1,1,Business Entity Type 3,,0.6025662811425315,0.23272477626794336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-910.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
859,144046,267019,0,Revolving loans,M,N,Y,0,99000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.005144,-9084,-180,-8402.0,-1767,,1,1,0,1,1,0,Laborers,2.0,2,2,SUNDAY,12,0,0,0,0,1,1,Business Entity Type 3,,0.463526058142928,0.4135967602644276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
860,76087,188237,1,Cash loans,F,N,Y,6,135000.0,497520.0,27909.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.011703,-14947,-3097,-9015.0,-4662,,1,1,1,1,1,0,Cleaning staff,8.0,2,2,THURSDAY,13,0,0,0,0,0,0,Housing,0.60611227756451,0.7315164455704661,0.2822484337007223,0.0371,0.0622,0.9727,0.626,0.0171,0.0,0.1034,0.0833,0.125,0.0,0.0303,0.0186,0.0,0.0,0.0378,0.0645,0.9727,0.6406,0.0173,0.0,0.1034,0.0833,0.125,0.0,0.0331,0.0194,0.0,0.0,0.0375,0.0622,0.9727,0.631,0.0172,0.0,0.1034,0.0833,0.125,0.0,0.0308,0.019,0.0,0.0,reg oper account,block of flats,0.024,"Stone, brick",No,2.0,0.0,2.0,0.0,-1579.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
861,213939,347914,1,Cash loans,M,Y,Y,0,112500.0,640080.0,31261.5,450000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.00823,-20770,-1077,-8671.0,-3281,9.0,1,1,0,1,0,0,Drivers,2.0,2,2,WEDNESDAY,18,0,0,0,0,1,1,Self-employed,,0.0037696688144901827,0.3791004853998145,0.0557,0.0345,0.9866,0.8164,0.0332,0.04,0.0345,0.3333,0.0417,0.0193,,0.0369,,0.11199999999999999,0.0567,0.0358,0.9866,0.8236,0.0335,0.0403,0.0345,0.3333,0.0417,0.0198,,0.0385,,0.1186,0.0562,0.0345,0.9866,0.8189,0.0334,0.04,0.0345,0.3333,0.0417,0.0196,,0.0376,,0.1144,reg oper account,block of flats,0.0472,"Stone, brick",No,7.0,0.0,7.0,0.0,-550.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
862,18893,122032,0,Cash loans,M,N,Y,1,315000.0,1800000.0,47614.5,1800000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-16142,-396,-8724.0,-4588,,1,1,0,1,0,0,Drivers,3.0,2,2,THURSDAY,14,0,1,1,0,1,1,Business Entity Type 1,,0.2737106297407387,0.7490217048463391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
863,2944,103434,0,Cash loans,M,N,Y,0,76500.0,225000.0,11619.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.030755,-16616,-2477,-9213.0,-147,,1,1,1,1,0,0,Drivers,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Self-employed,,0.5177672771654921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2216.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
864,242729,380980,0,Revolving loans,F,N,N,0,90000.0,135000.0,6750.0,135000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.031329,-17286,-2013,-10138.0,-827,,1,1,0,1,1,0,Medicine staff,2.0,2,2,THURSDAY,15,0,0,0,0,0,0,Government,,0.6362332272543445,0.511891801533151,0.1485,0.0917,0.9806,0.7348,0.0278,0.16,0.1379,0.3333,0.375,,0.121,0.1447,0.0,0.0,0.1513,0.0951,0.9806,0.7452,0.027999999999999997,0.1611,0.1379,0.3333,0.375,,0.1322,0.1508,0.0,0.0,0.1499,0.0917,0.9806,0.7383,0.0279,0.16,0.1379,0.3333,0.375,,0.1231,0.1473,0.0,0.0,reg oper account,block of flats,0.129,Panel,No,8.0,0.0,8.0,0.0,-1860.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
865,158229,283432,0,Cash loans,F,N,Y,1,315000.0,814041.0,23931.0,679500.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.014464,-18365,365243,-3713.0,-1867,,1,0,0,1,0,0,,3.0,2,2,MONDAY,6,0,0,0,0,0,0,XNA,,0.5960074871174605,0.7194907850918436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2171.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0
866,286044,431284,1,Cash loans,M,N,N,0,67500.0,180000.0,12159.0,180000.0,Other_B,Working,Secondary / secondary special,Single / not married,With parents,0.015221,-10560,-100,-10529.0,-2934,,1,1,1,1,0,0,Drivers,1.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Self-employed,,0.3683169651321284,0.4400578303966329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
867,134138,255569,0,Cash loans,F,N,Y,0,63900.0,337500.0,12852.0,337500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.015221,-22848,365243,-5323.0,-4460,,1,0,0,1,1,0,,2.0,2,2,THURSDAY,13,0,0,0,0,0,0,XNA,,0.32098660953619396,0.3859146722745145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1010.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9.0
