,index,SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY
6872,1133804,200553,5865516,Active,currency 1,-366,0,-1.0,,13774.5,0,180000.0,19129.5,0.0,0.0,Consumer credit,-18,
6873,1135676,438773,5867734,Closed,currency 1,-1634,0,-1300.0,-1328.0,,0,243158.22,0.0,,0.0,Consumer credit,-856,
6874,1135677,438773,5867735,Closed,currency 1,-1812,0,-1567.0,-1596.0,,0,77077.35,0.0,,0.0,Consumer credit,-856,
6875,1135678,438773,5867736,Closed,currency 1,-395,0,-179.0,-135.0,,0,0.0,0.0,0.0,0.0,Credit card,-130,0.0
6876,1135880,362280,5867963,Active,currency 1,-409,0,980.0,,,0,67500.0,53473.5,0.0,0.0,Credit card,-132,
6877,1135881,362280,5867964,Active,currency 1,-409,0,1052.0,,,0,135000.0,108076.5,0.0,0.0,Consumer credit,-12,4189.5
6878,1136702,375177,5868936,Closed,currency 1,-1589,0,237.0,-639.0,,0,108801.0,0.0,0.0,0.0,Consumer credit,-586,
6879,1136703,375177,5868937,Closed,currency 1,-1690,0,136.0,-639.0,,0,98910.0,0.0,0.0,0.0,Consumer credit,-586,
6880,1136704,375177,5868938,Active,currency 1,-654,0,1172.0,,,0,252000.0,192627.0,0.0,0.0,Consumer credit,-14,
6881,1136705,375177,5868939,Active,currency 1,-1512,0,-963.0,,,0,110848.5,,,0.0,Consumer credit,-997,
6882,1136706,375177,5868940,Closed,currency 1,-797,0,-340.0,-317.0,,0,88150.5,,,0.0,Consumer credit,-311,
6883,1136707,375177,5868942,Active,currency 1,-344,0,1482.0,,0.0,0,172192.5,147920.04,0.0,0.0,Consumer credit,-15,
6884,1139266,177279,5872119,Closed,currency 1,-452,0,-57.0,-420.0,,0,64167.93,0.0,,0.0,Consumer credit,-418,22500.0
6885,1139267,177279,5872120,Active,currency 1,-56,0,248.0,,,0,247500.0,247500.0,,0.0,Consumer credit,-47,
6886,1139268,177279,5872121,Closed,currency 1,-428,0,302.0,-388.0,,0,388350.0,0.0,0.0,0.0,Consumer credit,-387,24750.0
6887,1139269,177279,5872122,Active,currency 1,-137,0,1336.0,,,0,180000.0,162112.5,0.0,0.0,Credit card,-34,
6888,1139270,177279,5872123,Active,currency 1,-423,0,1403.0,,,0,1350000.0,1159699.5,,0.0,Consumer credit,-15,
6889,1139271,177279,5872124,Active,currency 1,-56,0,248.0,,0.0,0,247500.0,225108.0,0.0,0.0,Consumer credit,-24,
6890,1140571,297847,5873619,Active,currency 1,-1259,0,7507.0,,,0,3251250.0,1008522.0,0.0,0.0,Mortgage,-8,0.0
6891,1140572,297847,5873620,Closed,currency 1,-287,0,261.0,-45.0,,0,265644.0,0.0,0.0,0.0,Consumer credit,-33,0.0
6892,1140573,297847,5873621,Active,currency 1,-90,0,1008.0,,,0,180000.0,177493.5,0.0,0.0,Credit card,-13,0.0
6893,1140574,297847,5873622,Active,currency 1,-1007,0,,,,0,225000.0,,,0.0,Credit card,-283,0.0
6894,1140575,297847,5873624,Closed,currency 1,-200,0,1261.0,-45.0,,0,637245.0,,,0.0,Consumer credit,-45,0.0
6895,1140703,321959,5873771,Active,currency 1,-162,0,1665.0,,,0,4239000.0,4124754.0,0.0,0.0,Consumer credit,-38,
6896,1140704,321959,5873773,Active,currency 1,-2871,0,-2307.0,,,0,360000.0,,,0.0,Consumer credit,-2309,
6897,1140705,321959,5873774,Closed,currency 1,-1303,0,160.0,-817.0,,0,2379789.0,0.0,,0.0,Consumer credit,-453,
6898,1140706,321959,5873775,Closed,currency 1,-1303,0,160.0,-809.0,42743.79,0,2478031.83,0.0,0.0,0.0,Car loan,-796,
6899,1141309,177250,5874497,Closed,currency 1,-574,0,-382.0,-382.0,,0,0.0,0.0,0.0,0.0,Credit card,-380,0.0
6900,1141396,370392,5874592,Closed,currency 1,-244,0,-60.0,-60.0,0.0,0,165406.5,0.0,0.0,0.0,Consumer credit,-57,
6901,1141516,237812,5874726,Active,currency 1,-438,0,1388.0,,,0,1800000.0,0.0,0.0,0.0,Consumer credit,-18,1558917.0
6902,1141517,237812,5874727,Active,currency 1,-1474,0,-1108.0,,,0,0.0,0.0,0.0,0.0,Credit card,-298,0.0
6903,1141518,237812,5874728,Active,currency 1,-1795,0,401.0,,,0,472500.0,0.0,0.0,0.0,Credit card,-12,
6904,1141519,237812,5874729,Active,currency 1,-166,0,201.0,,,0,158544.0,102267.0,0.0,0.0,Consumer credit,-13,0.0
6905,1141520,237812,5874730,Closed,currency 1,-915,0,-794.0,-794.0,0.0,0,121459.5,0.0,0.0,0.0,Consumer credit,-789,
6906,1141583,289381,5874805,Closed,currency 1,-757,0,1069.0,-418.0,,0,981000.0,0.0,0.0,0.0,Consumer credit,-186,0.0
6907,1141584,289381,5874807,Active,currency 1,-1677,0,493.0,,,0,630000.0,617742.0,0.0,0.0,Credit card,-8,
6908,1141585,289381,5874808,Active,currency 1,-423,0,1403.0,,,0,1461510.0,1259001.0,0.0,0.0,Consumer credit,-24,39460.5
6909,1141586,289381,5874810,Closed,currency 1,-2286,0,-87.0,-724.0,,0,135000.0,,,0.0,Credit card,-717,0.0
6910,1142012,372146,5875292,Closed,currency 1,-1022,0,-655.0,-686.0,,0,103455.0,0.0,0.0,0.0,Consumer credit,-683,0.0
6911,1142013,372146,5875293,Closed,currency 1,-477,0,-112.0,-140.0,0.0,0,81247.5,0.0,0.0,0.0,Consumer credit,-137,
6912,1146088,268255,5604599,Closed,currency 1,-1617,0,-884.0,-884.0,,0,900000.0,0.0,0.0,0.0,Consumer credit,-530,
6913,1146089,268255,5604600,Active,currency 1,-1231,0,962.0,,,0,733500.0,214168.5,,0.0,Credit card,-8,
6914,1148815,119136,5607936,Closed,currency 1,-2865,0,-2471.0,-2475.0,,0,31974.12,0.0,,0.0,Consumer credit,-738,
6915,1148816,119136,5607938,Closed,currency 1,-308,0,-40.0,-40.0,0.0,0,44013.42,0.0,0.0,0.0,Consumer credit,-40,
6916,1149852,391855,5609233,Closed,currency 1,-811,0,-262.0,-354.0,,0,211500.0,0.0,0.0,0.0,Consumer credit,-50,
6917,1149853,391855,5609234,Active,currency 1,-194,0,902.0,,,0,576000.0,529452.0,0.0,0.0,Consumer credit,-50,
6918,1154000,430030,5614316,Closed,currency 1,-2569,0,-2233.0,-2262.0,0.0,0,30373.2,0.0,0.0,0.0,Consumer credit,-2262,22500.0
6919,1154001,430030,5614317,Closed,currency 1,-2374,0,-1268.0,-1817.0,0.0,0,67500.0,0.0,0.0,0.0,Credit card,-1817,22500.0
6920,1154002,430030,5614319,Closed,currency 1,-1088,0,-814.0,-1055.0,0.0,0,20817.63,0.0,0.0,0.0,Consumer credit,-1055,22500.0
6921,1154003,430030,5614320,Closed,currency 1,-342,0,-165.0,-165.0,,0,47326.5,0.0,0.0,0.0,Consumer credit,-74,22500.0
6922,1154004,430030,5614321,Closed,currency 1,-769,0,1057.0,-677.0,,0,98100.0,0.0,0.0,0.0,Consumer credit,-72,22500.0
6923,1154005,430030,5614323,Closed,currency 1,-2461,0,-634.0,-1319.0,,0,135000.0,0.0,0.0,0.0,Consumer credit,-1315,22500.0
6924,1154006,430030,5614324,Active,currency 1,-1252,0,209.0,,,0,135000.0,27369.0,0.0,0.0,Consumer credit,-17,22500.0
6925,1154007,430030,5614325,Active,currency 1,-922,0,904.0,,,0,135000.0,55336.5,0.0,0.0,Consumer credit,-17,22500.0
6926,1154008,430030,5614326,Active,currency 1,-1234,0,-141.0,,,0,324000.0,328945.5,0.0,0.0,Credit card,-17,22500.0
6927,1154009,430030,5614327,Closed,currency 1,-2551,0,-2183.0,-2215.0,0.0,0,44145.0,0.0,0.0,0.0,Consumer credit,-2215,22500.0
6928,1154010,430030,5614328,Closed,currency 1,-897,0,-593.0,-683.0,0.0,0,55575.0,0.0,0.0,0.0,Consumer credit,-678,22500.0
6929,1154496,400813,5614921,Active,currency 1,-31,0,921.0,,,0,22500.0,12888.0,0.0,0.0,Credit card,-25,0.0
6930,1154654,291110,6184394,Closed,currency 1,-331,0,1519.0,-239.0,,0,0.0,0.0,,0.0,Credit card,-236,
6931,1154655,291110,6184395,Active,currency 1,-331,0,1519.0,,,0,540000.0,576553.59,,0.0,Credit card,-32,
6932,1154656,291110,6184396,Closed,currency 1,-331,0,1519.0,-239.0,,0,0.0,0.0,,0.0,Credit card,-236,
6933,1154657,291110,6184397,Active,currency 1,-331,0,1397.0,,,0,0.0,0.0,0.0,0.0,Credit card,-33,
6934,1154658,291110,6184398,Active,currency 1,-893,0,211.0,,,0,0.0,0.0,,0.0,Credit card,-174,0.0
6935,1154659,291110,6184399,Closed,currency 1,-797,0,-429.0,-429.0,0.0,0,92268.0,0.0,0.0,0.0,Consumer credit,-422,
6936,1154980,431747,6184768,Active,currency 1,-639,0,4840.0,,,0,4500000.0,4333158.0,0.0,0.0,Mortgage,-22,
6937,1154981,431747,6184769,Closed,currency 1,-239,0,-56.0,-86.0,0.0,0,22904.595,0.0,0.0,0.0,Consumer credit,-84,
6938,1156046,174669,6186044,Closed,currency 1,-1899,0,-1169.0,-1199.0,,0,247500.0,0.0,0.0,0.0,Consumer credit,-1197,0.0
6939,1156047,174669,6186045,Closed,currency 1,-2849,0,-2524.0,-2520.0,,0,225000.0,,,0.0,Consumer credit,-2520,0.0
6940,1156048,174669,6186046,Closed,currency 1,-2402,0,-2037.0,-2038.0,0.0,0,225000.0,,,0.0,Consumer credit,-2035,0.0
6941,1156676,355404,6186774,Closed,currency 1,-1637,0,-1331.0,-1320.0,,0,130693.5,0.0,0.0,0.0,Consumer credit,-972,0.0
6942,1156677,355404,6186775,Closed,currency 1,-1583,0,-1428.0,-1412.0,,0,58455.0,0.0,0.0,0.0,Consumer credit,-980,0.0
6943,1156678,355404,6186776,Closed,currency 1,-1636,0,-1331.0,-1350.0,,0,130693.5,0.0,,0.0,Consumer credit,-1325,0.0
6944,1156679,355404,6186777,Closed,currency 1,-1582,0,-1428.0,-1428.0,,0,58455.0,0.0,,0.0,Consumer credit,-1416,0.0
6945,1156680,355404,6186778,Active,currency 1,-1597,0,,,,0,13500.0,0.0,,0.0,Credit card,-1045,0.0
6946,1156681,355404,6186779,Closed,currency 1,-524,0,-159.0,-488.0,0.0,0,67500.0,0.0,0.0,0.0,Consumer credit,-487,
6947,1156682,355404,6186780,Closed,currency 1,-850,0,-546.0,-546.0,0.0,0,60705.0,0.0,0.0,0.0,Consumer credit,-546,
6948,1156683,355404,6186781,Closed,currency 1,-1174,0,-806.0,-839.0,0.0,0,94455.0,0.0,0.0,0.0,Consumer credit,-837,
6949,1156684,355404,6186782,Closed,currency 1,-1185,0,-819.0,-819.0,0.0,0,84577.905,0.0,0.0,0.0,Consumer credit,-814,
6950,1156932,255156,6187062,Active,currency 1,-196,0,108.0,,,0,225000.0,116977.275,,0.0,Consumer credit,-31,
6951,1157247,161742,6187414,Closed,currency 1,-435,0,-160.0,-160.0,,0,74691.0,0.0,0.0,0.0,Consumer credit,-159,0.0
6952,1157248,161742,6187415,Closed,currency 1,-326,0,-141.0,-141.0,,0,61776.0,0.0,,0.0,Consumer credit,-128,11052.0
6953,1157877,261350,6188204,Closed,currency 1,-1001,0,-819.0,-784.0,,0,27225.0,0.0,0.0,0.0,Consumer credit,-783,
6954,1157878,261350,6188205,Closed,currency 1,-1029,0,-633.0,-608.0,,0,176917.5,,,0.0,Consumer credit,-601,
6955,1157879,261350,6188207,Active,currency 1,-904,0,192.0,,7866.45,0,307746.0,89617.5,0.0,0.0,Consumer credit,-21,
6956,1157880,261350,6188208,Closed,currency 1,-81,0,-23.0,-23.0,0.0,0,31541.76,0.0,0.0,0.0,Consumer credit,-23,
6957,1158436,344598,6188927,Closed,currency 1,-2784,0,-2572.0,-2600.0,0.0,0,60322.5,0.0,0.0,0.0,Consumer credit,-2600,
6958,1158437,344598,6188928,Closed,currency 1,-2683,0,-1564.0,-1479.0,0.0,0,180000.0,0.0,0.0,0.0,Credit card,-1479,
6959,1158438,344598,6188929,Closed,currency 1,-2517,0,-2182.0,-2305.0,2025.0,0,17896.05,0.0,0.0,0.0,Consumer credit,-2305,
6960,1158439,344598,6188930,Closed,currency 1,-2303,0,-1969.0,-2026.0,0.0,0,87156.0,0.0,0.0,0.0,Consumer credit,-2026,
6961,1158440,344598,6188931,Closed,currency 1,-1455,0,-1121.0,-1180.0,0.0,0,102060.0,0.0,0.0,0.0,Consumer credit,-1180,
6962,1158441,344598,6188932,Closed,currency 1,-1117,0,-933.0,-992.0,0.0,0,81668.835,0.0,0.0,0.0,Consumer credit,-992,
6963,1158442,344598,6188936,Active,currency 1,-507,0,,,,0,90000.0,,,0.0,Credit card,-506,
6964,1158443,344598,6188938,Active,currency 1,-843,0,,,,0,450000.0,,,0.0,Consumer credit,-21,
6965,1158444,344598,6188939,Active,currency 1,-1137,0,,,0.0,0,0.0,0.0,0.0,0.0,Credit card,-147,
6966,1159543,449196,6190231,Closed,currency 1,-453,0,278.0,-139.0,,0,76500.0,0.0,0.0,0.0,Consumer credit,-134,0.0
6967,1159544,449196,6190232,Closed,currency 1,-657,0,-288.0,-288.0,,0,150273.0,0.0,0.0,0.0,Consumer credit,-256,0.0
6968,1159545,449196,6190233,Active,currency 1,-1112,0,714.0,,,0,1170000.0,591646.5,0.0,0.0,Consumer credit,-15,29394.0
6969,1159546,449196,6190234,Active,currency 1,-1112,0,714.0,,,0,1170000.0,1001637.0,0.0,0.0,Consumer credit,-672,29394.0
6970,1159713,442915,6190417,Active,currency 1,-168,0,12632.0,,,0,45000.0,0.0,45000.0,0.0,Credit card,-103,
6971,1159714,442915,6190419,Closed,currency 1,-2536,0,-1487.0,-1484.0,,0,230715.0,0.0,,0.0,Credit card,-1484,0.0
6972,1159715,442915,6190420,Closed,currency 1,-1603,0,-1238.0,-1391.0,,0,585000.0,0.0,,0.0,Consumer credit,-1391,0.0
6973,1159716,442915,6190421,Closed,currency 1,-295,0,-116.0,-91.0,,0,402975.0,,,0.0,Consumer credit,-84,0.0
6974,1159717,442915,6190422,Closed,currency 1,-2405,0,-1674.0,-1674.0,10660.5,0,562500.0,,,0.0,Consumer credit,-1674,
6975,1159718,442915,6190425,Active,currency 1,-1596,0,227.0,,78206.22,0,3779100.0,707824.53,0.0,0.0,Car loan,-18,94235.58
6976,1159719,442915,6190426,Closed,currency 1,-2000,0,-174.0,-172.0,70384.5,0,1350000.0,,,0.0,Consumer credit,-172,
6977,1159720,442915,6190427,Closed,currency 1,-2536,0,-745.0,-1629.0,0.0,0,0.0,0.0,0.0,0.0,Credit card,-1484,
6978,1159853,146060,6190587,Closed,currency 1,-804,0,-253.0,-243.0,,0,323460.0,0.0,,0.0,Consumer credit,-197,
6979,1159854,146060,6190588,Active,currency 1,-1033,0,-852.0,,,0,18720.0,15930.0,,0.0,Consumer credit,-563,
6980,1159855,146060,6190589,Closed,currency 1,-2804,0,-2500.0,-2500.0,,0,97110.0,0.0,,0.0,Consumer credit,-2500,0.0
6981,1159856,146060,6190590,Closed,currency 1,-2413,0,-2048.0,-2143.0,,0,112500.0,0.0,,0.0,Credit card,-2143,0.0
6982,1159857,146060,6190591,Closed,currency 1,-1711,0,-980.0,-1170.0,,0,287235.0,0.0,,0.0,Consumer credit,-1170,0.0
6983,1159858,146060,6190592,Active,currency 1,-498,0,965.0,,,0,727371.0,711886.5,,0.0,Consumer credit,-428,22873.5
6984,1159859,146060,6190593,Active,currency 1,-725,0,6.0,,,0,126000.0,129352.5,,0.0,Credit card,-7,2259.0
6985,1159860,146060,6190594,Active,currency 1,-214,0,181.0,,,0,108801.0,,,0.0,Consumer credit,-5,9963.0
6986,1159861,146060,6190595,Active,currency 1,-385,0,,,0.0,0,315000.0,309091.5,5905.935,0.0,Credit card,-9,31500.0
6987,1159862,146060,6190596,Closed,currency 1,-473,0,-106.0,-106.0,0.0,0,137115.0,0.0,0.0,0.0,Consumer credit,-106,
6988,1159863,146060,6190597,Active,currency 1,-581,0,,,10359.0,0,135000.0,22284.0,0.0,0.0,Credit card,-7,13500.0
6989,1159864,146060,6190598,Closed,currency 1,-781,0,,-384.0,0.0,0,315000.0,0.0,0.0,0.0,Credit card,-359,
6990,1159865,146060,6190599,Active,currency 1,-67,0,664.0,,0.0,0,177178.5,166194.0,0.0,0.0,Consumer credit,-6,7382.34
6991,1159866,146060,6190600,Active,currency 1,-407,0,,,0.0,0,20250.0,18661.5,1584.135,0.0,Credit card,-13,2025.0
6992,1159867,146060,6190601,Closed,currency 1,-979,0,116.0,-498.0,549.0,0,542700.0,,,0.0,Consumer credit,-498,
6993,1159868,146060,6190602,Closed,currency 1,-1098,0,-733.0,-733.0,0.0,0,180000.0,,,0.0,Credit card,-733,
6994,1159869,146060,6190603,Closed,currency 1,-1170,0,-621.0,-978.0,0.0,0,235602.0,,,0.0,Consumer credit,-978,
6995,1159870,146060,6190604,Closed,currency 1,-1016,0,-832.0,-804.0,0.0,0,35055.0,0.0,0.0,0.0,Consumer credit,-798,
6996,1159922,336711,6190664,Closed,currency 1,-620,0,-317.0,-345.0,,0,93194.505,0.0,,0.0,Consumer credit,-342,
6997,1159923,336711,6190665,Active,currency 1,-130,0,1704.0,,,0,0.0,0.0,0.0,0.0,Credit card,-46,
6998,1159924,336711,6190666,Closed,currency 1,-670,0,-305.0,-334.0,,0,84316.365,0.0,,0.0,Consumer credit,-327,
6999,1159925,336711,6190667,Active,currency 1,-452,0,1398.0,,,0,0.0,0.0,0.0,0.0,Credit card,-53,
7000,1159926,336711,6190668,Active,currency 1,-574,0,1186.0,,,0,0.0,0.0,0.0,0.0,Credit card,-32,
7001,1159927,336711,6190669,Closed,currency 1,-1144,0,-930.0,-959.0,,0,87000.93,0.0,,0.0,Consumer credit,-488,
7002,1159928,336711,6190670,Closed,currency 1,-853,0,-366.0,-366.0,,0,81000.0,0.0,,0.0,Credit card,-365,0.0
7003,1160036,410303,6190795,Active,currency 1,-616,0,1002.0,,,0,0.0,0.0,0.0,0.0,Credit card,-96,
7004,1160037,410303,6190796,Closed,currency 1,-1090,0,-786.0,-176.0,,0,112410.0,,,0.0,Consumer credit,-176,0.0
7005,1160038,410303,6190797,Active,currency 1,-616,0,,,0.0,0,150750.0,0.0,150750.0,0.0,Credit card,-30,15075.0
7006,1160039,410303,6190798,Active,currency 1,-631,0,10296.0,,0.0,0,378000.0,,,0.0,Credit card,-13,15975.0
7007,1160088,224658,6190853,Closed,currency 1,-1362,0,-813.0,-1177.0,,0,198558.0,0.0,,0.0,Consumer credit,-569,
7008,1160089,224658,6190854,Closed,currency 1,-1706,0,-1404.0,-1205.0,,0,41265.0,,,0.0,Consumer credit,-1202,0.0
7009,1160090,224658,6190855,Closed,currency 1,-2524,0,-2430.0,-2143.0,0.0,0,21595.5,0.0,0.0,0.0,Consumer credit,-2142,
7010,1160091,224658,6190856,Closed,currency 1,-2571,0,-2416.0,-2540.0,0.0,0,49486.5,0.0,0.0,0.0,Consumer credit,-2540,
7011,1160454,193412,5906815,Closed,currency 1,-741,0,-376.0,-616.0,,0,193815.0,0.0,0.0,0.0,Consumer credit,-615,0.0
7012,1160455,193412,5906816,Closed,currency 1,-702,0,,-307.0,,0,103500.0,,,0.0,Credit card,-303,0.0
7013,1161570,176137,5908092,Closed,currency 1,-1287,0,-921.0,-945.0,,0,153198.99,0.0,,0.0,Consumer credit,-757,
7014,1161571,176137,5908093,Closed,currency 1,-672,0,-491.0,-518.0,,0,83614.5,0.0,0.0,0.0,Consumer credit,-517,
7015,1161889,301631,6192598,Closed,currency 1,-1418,0,-1116.0,-1112.0,,0,56655.0,0.0,0.0,0.0,Consumer credit,-1111,
7016,1161890,301631,6192599,Active,currency 1,-1431,0,395.0,,,0,495000.0,123718.5,0.0,0.0,Consumer credit,-42,
7017,1161891,301631,6192600,Active,currency 1,-1650,0,176.0,,,0,990000.0,131940.0,0.0,0.0,Consumer credit,-42,
7018,1161892,301631,6192601,Active,currency 1,-1391,0,782.0,,,0,225000.0,216112.5,0.0,0.0,Credit card,-101,
7019,1161893,301631,6192603,Active,currency 1,-753,0,1073.0,,,0,897412.5,,,0.0,Consumer credit,-30,
7020,1161894,301631,6192604,Closed,currency 1,-1358,0,,-497.0,0.0,0,0.0,0.0,0.0,0.0,Credit card,-382,
7021,1161895,301631,6192605,Active,currency 1,-559,0,,,0.0,0,63000.0,58657.5,4339.125,0.0,Credit card,-36,
7022,1166226,172271,6197779,Closed,currency 1,-2032,0,-1818.0,-1818.0,,0,116460.0,0.0,0.0,0.0,Consumer credit,-1601,
7023,1166227,172271,6197780,Active,currency 1,-1153,0,-77.0,,,0,45000.0,45427.5,0.0,0.0,Credit card,-40,
7024,1166228,172271,6197781,Active,currency 1,-1328,0,499.0,,,0,315000.0,119259.0,0.0,0.0,Consumer credit,-11,
7025,1168229,199448,6200254,Active,currency 1,-391,0,27547.0,,0.0,1,22500.0,8484.525,13072.725,0.0,Credit card,-42,
7026,1169466,186979,6201812,Closed,currency 1,-2250,0,,-1128.0,0.0,0,0.0,0.0,0.0,0.0,Credit card,-1128,
7027,1169467,186979,6201813,Closed,currency 1,-940,0,-659.0,-659.0,0.0,0,101493.0,,,0.0,Consumer credit,-653,
7028,1169468,186979,6201814,Active,currency 1,-190,0,903.0,,0.0,0,450000.0,374994.0,0.0,0.0,Consumer credit,-23,
7029,1169877,202204,6202303,Closed,currency 1,-2425,0,-1879.0,-1925.0,,0,202500.0,0.0,0.0,0.0,Consumer credit,-190,0.0
7030,1169878,202204,6202304,Closed,currency 1,-719,0,1107.0,-313.0,,0,675000.0,0.0,0.0,0.0,Consumer credit,-257,0.0
7031,1169879,202204,6202305,Closed,currency 1,-1495,0,-764.0,-1341.0,,0,374256.0,0.0,0.0,0.0,Consumer credit,-257,0.0
7032,1169880,202204,6202306,Closed,currency 1,-1089,0,-724.0,-724.0,,0,274860.0,0.0,0.0,0.0,Consumer credit,-190,0.0
7033,1169881,202204,6202307,Closed,currency 1,-1373,0,-1191.0,-1190.0,,0,253773.0,0.0,0.0,0.0,Consumer credit,-1190,0.0
7034,1169882,202204,6202308,Active,currency 1,-1457,0,738.0,,,0,270000.0,245182.5,0.0,0.0,Credit card,-51,
7035,1169883,202204,6202310,Active,currency 1,-193,0,10712.0,,0.0,0,173250.0,,,0.0,Credit card,-36,4545.0
7036,1169884,202204,6202311,Active,currency 1,-313,0,1513.0,,0.0,0,1065600.0,,,0.0,Consumer credit,-28,27054.0
7037,1169885,202204,6202312,Closed,currency 1,-519,0,-143.0,-144.0,0.0,0,4500.0,0.0,0.0,0.0,Credit card,-131,
7038,1169944,122322,6202382,Active,currency 1,-521,0,940.0,,,0,90000.0,,,0.0,Credit card,-520,0.0
7039,1169945,122322,6202383,Active,currency 1,-676,0,8804.0,,,0,3510000.0,,,0.0,Another type of loan,-23,44829.0
7040,1169970,372400,6202409,Closed,currency 1,-1344,0,-1161.0,-1166.0,,0,63445.5,0.0,0.0,0.0,Consumer credit,-1166,0.0
7041,1169971,372400,6202410,Closed,currency 1,-1420,0,-1114.0,-1111.0,,0,78286.5,0.0,0.0,0.0,Consumer credit,-1111,0.0
7042,1169972,372400,6202411,Closed,currency 1,-1722,0,-1481.0,-1226.0,,0,119853.0,,,0.0,Consumer credit,-1223,0.0
7043,1169973,372400,6202412,Closed,currency 1,-949,0,-769.0,-742.0,,0,106083.0,,,0.0,Consumer credit,-735,0.0
7044,1169974,372400,6202413,Closed,currency 1,-274,0,-96.0,-70.0,,0,78880.5,,,0.0,Consumer credit,-64,0.0
7045,1169975,372400,6202414,Active,currency 1,-1805,0,-1.0,,,0,441000.0,251743.5,,0.0,Credit card,-6,16200.0
7046,1169976,372400,6202415,Closed,currency 1,-426,0,-243.0,-273.0,0.0,0,55800.0,0.0,0.0,0.0,Consumer credit,-271,
7047,1169977,372400,6202416,Closed,currency 1,-452,0,-267.0,-358.0,0.0,0,41850.0,0.0,0.0,0.0,Consumer credit,-358,
7048,1169978,372400,6202417,Closed,currency 1,-2557,0,-2192.0,-2223.0,0.0,0,79236.9,0.0,0.0,0.0,Consumer credit,-2223,
7049,1169979,372400,6202418,Closed,currency 1,-2840,0,-2535.0,-2528.0,9298.44,0,87300.0,0.0,0.0,0.0,Consumer credit,-2528,
7050,1172099,359143,5875424,Closed,currency 1,-438,0,-73.0,-73.0,,0,58455.0,0.0,,0.0,Consumer credit,-15,
7051,1172112,152680,5875439,Closed,currency 1,-2397,0,-1302.0,-1409.0,,0,144000.0,0.0,0.0,0.0,Consumer credit,-193,0.0
7052,1172113,152680,5875440,Closed,currency 1,-1661,0,-1296.0,-1388.0,,0,44460.0,0.0,0.0,0.0,Consumer credit,-1387,0.0
7053,1172114,152680,5875441,Closed,currency 1,-1701,0,-1579.0,-1579.0,,0,21019.5,0.0,,0.0,Consumer credit,-1579,0.0
7054,1172115,152680,5875442,Closed,currency 1,-2024,0,,-1291.0,,0,675000.0,,,0.0,Consumer credit,-1285,0.0
7055,1172116,152680,5875443,Active,currency 1,-1229,0,6032.0,,,0,4833675.0,,,0.0,Mortgage,-1003,0.0
7056,1172117,152680,5875444,Active,currency 1,-553,0,1273.0,,1269.0,0,1687500.0,,,0.0,Consumer credit,-37,32602.5
7057,1172118,152680,5875445,Active,currency 1,-553,0,10405.0,,0.0,0,83250.0,,,0.0,Credit card,-553,8325.0
7058,1172247,292304,5875594,Closed,currency 1,-1019,0,9938.0,-785.0,,0,927000.0,0.0,0.0,0.0,Credit card,-756,
7059,1172248,292304,5875595,Active,currency 1,-18,0,512.0,,,0,133605.0,144963.0,0.0,0.0,Consumer credit,-15,0.0
7060,1172249,292304,5875596,Active,currency 1,-1428,0,827.0,,,0,297000.0,207009.0,0.0,0.0,Credit card,-7,
7061,1172250,292304,5875597,Active,currency 1,-465,0,644.0,,,0,67500.0,0.0,,0.0,Credit card,-4,0.0
7062,1172251,292304,5875598,Closed,currency 1,-932,0,9938.0,-785.0,0.0,0,0.0,,,0.0,Credit card,-785,
7063,1172663,158454,5876057,Active,currency 1,-193,0,1629.0,,,0,2148457.5,2027358.0,0.0,0.0,Consumer credit,-40,0.0
7064,1173245,223503,6835011,Closed,currency 1,-1231,0,-1110.0,-1109.0,,0,82642.5,0.0,0.0,0.0,Consumer credit,-864,0.0
7065,1174440,146649,5950760,Closed,currency 1,-1642,0,-1368.0,-1397.0,,0,174757.5,0.0,,0.0,Consumer credit,-13,
7066,1174441,146649,5950761,Active,currency 1,-1101,0,737.0,,,0,360000.0,317922.615,42077.385,0.0,Credit card,-13,
7067,1174442,146649,5950762,Closed,currency 1,-1299,0,-933.0,-926.0,,0,167800.5,0.0,0.0,0.0,Consumer credit,-926,0.0
7068,1174443,146649,5950763,Closed,currency 1,-1393,0,-1261.0,-1261.0,,0,49216.5,0.0,0.0,0.0,Consumer credit,-1260,0.0
7069,1174920,146621,5951316,Active,currency 1,-624,0,472.0,,,0,135000.0,0.0,0.0,0.0,Credit card,-55,0.0
7070,1174921,146621,5951317,Closed,currency 1,-1278,0,-956.0,-955.0,,0,162000.0,0.0,0.0,0.0,Credit card,-932,0.0
7071,1174922,146621,5951318,Closed,currency 1,-955,0,-774.0,-769.0,,0,76495.5,0.0,0.0,0.0,Consumer credit,-768,0.0
