,index,SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,CNT_INSTALMENT,CNT_INSTALMENT_FUTURE,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
44575,7613016,1849635,336089,-13,12.0,7.0,Active,0,0
44576,7613320,1395304,266076,-60,9.0,6.0,Active,0,0
44577,7613446,2229598,177250,-13,10.0,3.0,Active,0,0
44578,7613658,2740807,377930,-12,24.0,18.0,Active,0,0
44579,7613822,1480325,142448,-5,24.0,20.0,Active,0,0
44580,7613827,1374239,358428,-4,12.0,6.0,Active,0,0
44581,7613853,2705978,167947,-46,10.0,10.0,Active,0,0
44582,7613860,2801816,196085,-46,24.0,24.0,Signed,0,0
44583,7614027,2035063,127676,-12,10.0,0.0,Active,0,0
44584,7614180,1258256,101462,-9,18.0,12.0,Active,0,0
44585,7614362,2764592,402203,-6,24.0,18.0,Active,0,0
44586,7614393,2241118,427664,-12,18.0,10.0,Active,0,0
44587,7614657,1382730,247415,-3,10.0,4.0,Active,0,0
44588,7614740,1415787,392463,-43,10.0,10.0,Active,0,0
44589,7614852,2525268,197465,-52,18.0,18.0,Active,0,0
44590,7615022,1378272,145973,-10,24.0,19.0,Active,0,0
44591,7615127,1723421,335333,-12,10.0,0.0,Active,0,0
44592,7615205,2522769,305546,-6,10.0,1.0,Active,0,0
44593,7615333,1785442,449344,-43,12.0,12.0,Active,0,0
44594,7615695,1061959,277835,-7,10.0,0.0,Completed,0,0
44595,7616171,2552650,455102,-26,24.0,5.0,Active,0,0
44596,7616262,2551944,367893,-13,24.0,15.0,Active,0,0
44597,7616266,1370216,200657,-12,24.0,15.0,Active,0,0
44598,7616296,2826615,283409,-4,12.0,6.0,Active,0,0
44599,7617038,2101220,112676,-8,12.0,12.0,Active,0,0
44600,7617088,1439368,403223,-12,24.0,15.0,Active,0,0
44601,7617098,2130686,162332,-5,24.0,15.0,Active,0,0
44602,7617214,1462640,106214,-12,24.0,15.0,Active,0,0
44603,7617346,2295915,297823,-1,,,Signed,0,0
44604,7617412,1256730,211721,-4,36.0,30.0,Active,0,0
44605,7617472,2181130,341456,-4,10.0,9.0,Active,0,0
44606,7617884,1800612,354257,-95,12.0,0.0,Active,154,0
44607,7617977,2307041,340701,-60,9.0,7.0,Active,0,0
44608,7618100,2450595,330245,-14,12.0,10.0,Active,0,0
44609,7618652,1268594,445256,-62,14.0,11.0,Active,0,0
44610,7618792,1161723,240183,-64,12.0,12.0,Active,0,0
44611,7618842,1923054,108571,-7,10.0,5.0,Active,0,0
44612,7618988,1600227,135013,-14,,,Signed,0,0
44613,7619257,1189385,383673,-8,10.0,6.0,Active,0,0
44614,7619353,2801016,231977,-4,12.0,9.0,Active,0,0
44615,7619699,2353890,265862,-7,10.0,3.0,Active,0,0
44616,7619996,1474494,147713,-7,,,Signed,0,0
44617,7620156,2631541,187360,-2,10.0,3.0,Active,0,0
44618,7620258,2478338,422717,-67,33.0,12.0,Active,0,0
44619,7620494,1071327,297059,-5,10.0,8.0,Active,0,0
44620,7620533,1783016,118803,-72,18.0,1.0,Active,0,0
44621,7620808,1806448,153490,-8,10.0,4.0,Active,0,0
44622,7620876,2308069,360108,-6,12.0,12.0,Active,0,0
44623,7621526,1330360,337178,-7,12.0,4.0,Active,0,0
44624,7621644,2758974,128965,-6,10.0,10.0,Active,0,0
44625,7621690,1369516,202820,-12,10.0,8.0,Active,0,0
44626,7621693,1474494,147713,-13,,,Signed,0,0
44627,7621727,1880851,212691,-71,18.0,11.0,Active,0,0
44628,7621761,2174986,207714,-69,9.0,9.0,Active,0,0
44629,7622116,2603827,150359,-59,6.0,5.0,Active,0,0
44630,7622168,2829772,437062,-70,18.0,2.0,Active,0,0
44631,7622607,2631541,187360,-8,10.0,9.0,Active,6,0
44632,7622780,1195116,407588,-73,12.0,1.0,Active,0,0
44633,7623013,1517244,389061,-63,6.0,6.0,Active,0,0
44634,7623140,2340728,337429,-60,9.0,5.0,Active,0,0
44635,7623228,1381895,269571,-8,12.0,5.0,Active,0,0
44636,7624037,2766028,256355,-64,11.0,2.0,Active,0,0
44637,7624125,2050311,287228,-65,7.0,2.0,Active,0,0
44638,7624521,1462997,284513,-8,24.0,7.0,Active,0,0
44639,7624780,1380891,145358,-54,10.0,0.0,Active,1913,0
44640,7624914,1234728,450117,-53,12.0,12.0,Signed,0,0
44641,7625052,2567001,151602,-45,5.0,5.0,Signed,0,0
44642,7625299,1380891,145358,-57,10.0,0.0,Active,1821,0
44643,7625805,2307041,340701,-62,9.0,9.0,Active,0,0
44644,7625916,1380891,145358,-79,10.0,0.0,Active,1152,0
44645,7626085,1380891,145358,-66,10.0,0.0,Active,1548,0
44646,7626220,1380891,145358,-60,10.0,0.0,Active,1729,0
44647,7626286,1380891,145358,-74,10.0,0.0,Active,1303,0
44648,7626330,1380891,145358,-59,10.0,0.0,Active,1760,0
44649,7626481,1380891,145358,-95,10.0,0.0,Active,664,0
44650,7626566,1380891,145358,-88,10.0,0.0,Active,877,0
44651,7626675,1380891,145358,-81,10.0,0.0,Active,1091,0
44652,7626745,1380891,145358,-64,10.0,0.0,Active,1607,0
44653,7626984,1380891,145358,-75,10.0,0.0,Active,1273,0
44654,7627469,1380891,145358,-89,10.0,0.0,Active,848,0
44655,7627771,1380891,145358,-96,10.0,0.0,Active,633,0
44656,7628065,1380891,145358,-61,10.0,0.0,Active,1699,0
44657,7628174,1974137,199136,-56,10.0,0.0,Completed,0,0
44658,7628240,1380891,145358,-71,10.0,0.0,Active,1395,0
44659,7628482,1380891,145358,-90,10.0,0.0,Active,817,0
44660,7628777,1380891,145358,-67,10.0,0.0,Active,1517,0
44661,7628879,1255406,189007,-67,6.0,6.0,Active,0,0
44662,7629059,1380891,145358,-85,10.0,0.0,Active,969,0
44663,7629140,1380891,145358,-91,10.0,0.0,Active,786,0
44664,7629232,1380891,145358,-72,10.0,0.0,Active,1364,0
44665,7629325,1380891,145358,-62,10.0,0.0,Active,1668,0
44666,7629425,1380891,145358,-86,10.0,0.0,Active,938,0
44667,7629568,1380891,145358,-65,10.0,0.0,Active,1579,0
44668,7629659,1380891,145358,-68,10.0,0.0,Active,1487,0
44669,7629736,1380891,145358,-73,10.0,0.0,Active,1334,0
44670,7629896,1974137,199136,-57,10.0,0.0,Active,0,0
44671,7630016,1380891,145358,-87,10.0,0.0,Active,908,0
44672,7630089,1380891,145358,-93,10.0,0.0,Active,725,0
44673,7630181,1380891,145358,-69,10.0,0.0,Active,1456,0
44674,7630344,1380891,145358,-77,10.0,0.0,Active,1214,0
44675,7630515,1380891,145358,-94,10.0,0.0,Active,695,0
44676,7630535,1950069,154402,-9,24.0,4.0,Active,0,0
44677,7631044,1950069,154402,-5,24.0,0.0,Completed,0,0
44678,7631084,1950069,154402,-10,24.0,5.0,Active,0,0
44679,7632205,2715393,392384,-41,4.0,3.0,Active,0,0
44680,7632326,1766827,198512,-12,24.0,20.0,Active,0,0
44681,7632485,1134519,112552,-57,12.0,7.0,Active,0,0
44682,7632738,1895200,355975,-52,12.0,7.0,Active,0,0
44683,7632764,1204832,151900,-20,6.0,0.0,Completed,0,0
44684,7632840,2795272,255203,-58,4.0,3.0,Active,0,0
44685,7633417,1395179,278225,-56,7.0,2.0,Active,0,0
44686,7633482,1989886,442378,-70,24.0,0.0,Completed,0,0
44687,7633513,1955868,199685,-69,6.0,4.0,Active,0,0
44688,7633696,1877124,430338,-51,6.0,6.0,Active,0,0
44689,7633701,2724978,139588,-51,12.0,11.0,Active,0,0
44690,7633725,2517489,246318,-48,6.0,5.0,Active,0,0
44691,7633938,1518112,205741,-39,18.0,8.0,Active,0,0
44692,7634598,2557220,336711,-20,5.0,0.0,Completed,0,0
44693,7634604,1676611,310457,-18,6.0,0.0,Completed,0,0
44694,7634629,1885176,395818,-66,18.0,5.0,Active,0,0
44695,7634642,1363577,217106,-68,12.0,2.0,Active,0,0
44696,7634819,2427980,116348,-19,24.0,20.0,Active,0,0
44697,7634901,1729914,185595,-36,4.0,2.0,Active,0,0
44698,7635403,1239921,403860,-68,18.0,8.0,Active,0,0
44699,7635561,1231359,339835,-61,7.0,1.0,Active,0,0
44700,7635565,1282375,445639,-66,10.0,2.0,Active,0,0
44701,7635605,2737083,241277,-48,6.0,6.0,Active,0,0
44702,7636035,1606512,374341,-56,14.0,7.0,Active,0,0
44703,7636447,2767021,334247,-66,10.0,4.0,Active,0,0
44704,7636491,2425777,176137,-51,8.0,6.0,Active,0,0
44705,7636768,2291865,291414,-54,6.0,5.0,Active,0,0
44706,7636917,1239921,403860,-69,18.0,9.0,Active,0,0
44707,7636964,1316597,136744,-61,10.0,5.0,Active,0,0
44708,7637310,1776120,346261,-54,12.0,11.0,Active,0,0
44709,7637517,1716214,196826,-76,12.0,4.0,Active,0,0
44710,7637617,1606512,374341,-57,14.0,30.0,Active,0,0
44711,7637846,1406679,423721,-90,9.0,3.0,Active,0,0
44712,7637990,1367402,134131,-44,10.0,7.0,Active,0,0
44713,7638579,1716810,191472,-23,42.0,32.0,Active,0,0
44714,7638764,2042873,291713,-25,18.0,16.0,Active,0,0
44715,7638903,2490878,143278,-71,10.0,7.0,Active,3,3
44716,7639222,1517461,378112,-9,12.0,1.0,Active,0,0
44717,7639341,2490926,380980,-70,10.0,1.0,Active,0,0
44718,7639441,1331738,375021,-19,12.0,9.0,Active,0,0
44719,7639461,2327293,151602,-63,12.0,7.0,Active,0,0
44720,7639604,1209858,176137,-19,42.0,32.0,Active,0,0
44721,7639663,2272592,438187,-36,24.0,3.0,Active,0,0
44722,7640555,2194653,410660,-10,24.0,9.0,Active,0,0
44723,7640652,1181369,245326,-12,36.0,35.0,Active,0,0
44724,7641330,1307557,356236,-24,12.0,9.0,Active,0,0
44725,7641470,2163143,144451,-91,10.0,5.0,Active,0,0
44726,7641740,2749628,266117,-71,12.0,9.0,Active,0,0
44727,7641892,1271159,182506,-21,24.0,20.0,Active,0,0
44728,7642235,2259264,139201,-95,10.0,8.0,Active,0,0
44729,7642303,1545511,432607,-10,24.0,4.0,Active,0,0
44730,7642460,1740788,214188,-29,18.0,17.0,Active,0,0
44731,7642607,1076994,263518,-39,12.0,10.0,Active,0,0
44732,7642767,1697247,199117,-23,6.0,6.0,Active,0,0
44733,7642833,2102820,280366,-9,12.0,5.0,Active,0,0
44734,7642836,2471807,272566,-10,60.0,44.0,Active,0,0
44735,7642943,2592603,269704,-71,5.0,1.0,Active,0,0
44736,7642958,1240315,152493,-61,7.0,6.0,Active,0,0
44737,7643422,2466339,427667,-10,24.0,0.0,Completed,0,0
44738,7643478,2391254,246318,-10,6.0,4.0,Active,0,0
44739,7643717,1570343,435915,-18,2.0,0.0,Active,0,0
44740,7643763,1899666,386775,-18,6.0,6.0,Active,0,0
44741,7643900,2438763,221506,-40,12.0,5.0,Active,0,0
44742,7643944,2564791,152108,-15,14.0,10.0,Active,0,0
44743,7644000,2303777,293335,-12,4.0,3.0,Active,0,0
44744,7644131,1739240,242178,-8,12.0,11.0,Active,0,0
44745,7644436,1365686,222239,-15,24.0,24.0,Active,0,0
44746,7644807,1133105,202114,-86,10.0,6.0,Active,0,0
44747,7644897,1283113,340104,-10,48.0,48.0,Active,0,0
44748,7644942,1633867,152749,-2,36.0,20.0,Active,0,0
44749,7644946,1604369,199865,-10,24.0,10.0,Active,0,0
44750,7645172,1963928,134387,-93,4.0,0.0,Active,1127,0
44751,7645406,1106858,183078,-41,18.0,18.0,Signed,0,0
44752,7645567,2425705,404555,-41,12.0,12.0,Active,0,0
44753,7645801,2600949,301223,-38,18.0,18.0,Active,0,0
44754,7645847,1581790,370905,-40,10.0,10.0,Active,0,0
44755,7646110,1351082,261844,-31,4.0,4.0,Active,0,0
44756,7646574,1559943,156599,-39,6.0,6.0,Active,0,0
44757,7647070,1589942,404555,-35,12.0,0.0,Completed,0,0
44758,7647540,2370377,439956,-47,14.0,0.0,Completed,0,0
44759,7647815,1800769,241361,-44,16.0,1.0,Active,0,0
44760,7647864,1236543,306382,-46,18.0,3.0,Active,0,0
44761,7648306,2705422,364416,-57,16.0,4.0,Active,8,0
44762,7648456,2123300,104529,-60,12.0,0.0,Completed,0,0
44763,7649431,2705422,364416,-56,16.0,3.0,Active,0,0
44764,7649887,2448145,308327,-44,10.0,10.0,Active,0,0
44765,7649941,1236543,306382,-45,18.0,2.0,Active,0,0
44766,7650106,1800769,241361,-43,16.0,0.0,Completed,0,0
44767,7650529,1236543,306382,-47,18.0,4.0,Active,0,0
44768,7651135,1800769,241361,-45,16.0,1.0,Active,0,0
44769,7651867,2737561,283079,-92,10.0,10.0,Active,0,0
44770,7651904,1993405,415308,-56,10.0,10.0,Active,0,0
44771,7652017,1324464,193088,-64,10.0,10.0,Active,0,0
44772,7652036,2437239,261869,-55,6.0,6.0,Active,0,0
44773,7652038,2000798,179074,-55,5.0,5.0,Active,0,0
44774,7652314,1185614,330864,-89,20.0,15.0,Active,0,0
44775,7653018,2588286,272566,-77,12.0,12.0,Active,0,0
44776,7653023,1754831,121382,-68,8.0,8.0,Active,0,0
44777,7653181,2509013,147040,-70,4.0,4.0,Active,0,0
44778,7653301,1185614,330864,-90,20.0,16.0,Active,0,0
44779,7653865,1185614,330864,-91,20.0,17.0,Active,0,0
44780,7653970,1185614,330864,-92,20.0,18.0,Active,0,0
44781,7654060,1620052,378107,-14,10.0,7.0,Active,0,0
44782,7654551,1104153,284546,-4,4.0,3.0,Active,0,0
44783,7654575,2581402,197215,-4,18.0,15.0,Active,0,0
44784,7654714,1620418,185448,-65,10.0,8.0,Active,0,0
44785,7655053,1029016,204066,-66,18.0,4.0,Active,0,0
44786,7655076,2571639,153518,-68,24.0,4.0,Active,0,0
44787,7655147,1610888,231429,-66,18.0,1.0,Active,0,0
44788,7655190,1798526,382114,-63,12.0,12.0,Active,0,0
44789,7655287,1469516,132664,-58,12.0,10.0,Active,0,0
44790,7655706,1277617,111883,-39,7.0,0.0,Completed,0,0
44791,7655866,2651690,109021,-49,14.0,3.0,Active,0,0
44792,7656021,1283129,135755,-58,12.0,12.0,Active,0,0
44793,7656034,2177632,116107,-53,10.0,10.0,Active,0,0
44794,7656173,1139459,424065,-60,5.0,5.0,Active,0,0
44795,7656408,1277617,111883,-61,7.0,0.0,Active,0,0
44796,7656567,1008191,263339,-63,12.0,12.0,Active,0,0
44797,7656817,2172966,359143,-59,6.0,6.0,Returned to the store,0,0
44798,7657218,1277617,111883,-73,7.0,0.0,Active,0,0
44799,7657402,2817181,413731,-58,12.0,12.0,Active,0,0
44800,7657726,1731177,289921,-54,12.0,0.0,Active,65,0
44801,7658030,1029016,204066,-70,18.0,8.0,Active,0,0
44802,7658112,2478338,422717,-79,33.0,24.0,Active,0,0
44803,7658143,2033643,412487,-84,6.0,3.0,Active,0,0
44804,7658270,1840098,249608,-60,12.0,1.0,Active,0,0
44805,7658443,1800769,241361,-46,16.0,3.0,Active,0,0
44806,7658829,2673529,343458,-6,6.0,6.0,Active,0,0
44807,7658970,2703775,338296,-78,6.0,1.0,Active,0,0
44808,7659315,1431508,323048,-75,6.0,4.0,Active,20,0
44809,7660193,2388727,424020,-4,10.0,8.0,Active,0,0
44810,7660738,1424278,115827,-67,12.0,1.0,Active,0,0
44811,7660754,2141814,320927,-57,13.0,1.0,Active,0,0
44812,7660812,1711771,127676,-6,10.0,7.0,Active,0,0
44813,7660940,1324464,193088,-63,10.0,9.0,Active,0,0
44814,7661430,1081505,274163,-7,,,Signed,0,0
44815,7661669,2430484,202204,-79,5.0,0.0,Active,0,0
44816,7661944,2211955,289989,-50,14.0,1.0,Active,0,0
44817,7662008,2805525,168460,-29,8.0,6.0,Active,0,0
44818,7662142,1195117,442378,-52,18.0,10.0,Active,0,0
44819,7662189,1612933,129329,-51,48.0,6.0,Active,0,0
44820,7662647,1204942,317435,-36,10.0,10.0,Active,0,0
44821,7662782,2776415,292785,-46,18.0,15.0,Active,0,0
44822,7662907,1932038,159690,-23,10.0,5.0,Active,0,0
44823,7663025,1061959,277835,-14,10.0,7.0,Active,0,0
44824,7663227,2835981,256194,-37,6.0,4.0,Active,0,0
44825,7663272,2144409,399738,-35,18.0,4.0,Active,0,0
44826,7663302,2817858,246304,-45,18.0,5.0,Active,0,0
44827,7663365,2141220,408347,-31,12.0,12.0,Active,0,0
44828,7663382,1725685,231977,-21,10.0,9.0,Active,0,0
44829,7663818,1504131,444792,-51,6.0,3.0,Active,0,0
44830,7663939,1103047,438975,-24,10.0,5.0,Active,0,0
44831,7664295,1648182,235571,-50,18.0,12.0,Active,0,0
44832,7664526,1017247,176676,-53,4.0,0.0,Active,0,0
44833,7664609,2287308,346027,-19,12.0,12.0,Active,0,0
44834,7664641,1464609,438773,-18,12.0,11.0,Active,0,0
44835,7665007,1932442,269522,-59,5.0,4.0,Active,0,0
44836,7665048,2180157,262655,-58,4.0,3.0,Active,0,0
44837,7665109,1877334,252397,-33,6.0,4.0,Active,0,0
44838,7665380,2087233,126549,-20,12.0,12.0,Active,0,0
44839,7665392,2203221,236663,-20,12.0,12.0,Active,0,0
44840,7665521,1882190,390094,-56,12.0,5.0,Active,0,0
44841,7665611,1743698,289643,-22,12.0,8.0,Active,0,0
44842,7665710,2107272,197092,-30,4.0,4.0,Active,0,0
44843,7665739,2723053,217632,-19,12.0,8.0,Active,0,0
44844,7666069,2328798,447142,-58,12.0,1.0,Active,0,0
44845,7666375,1414733,429846,-51,12.0,1.0,Active,0,0
44846,7666737,2609385,302296,-32,4.0,4.0,Active,0,0
44847,7666768,2341617,409562,-29,6.0,5.0,Active,0,0
44848,7667053,1515464,309274,-38,4.0,2.0,Active,0,0
44849,7667117,1168939,208156,-87,12.0,0.0,Completed,0,0
44850,7667446,1799632,188237,-58,11.0,5.0,Active,0,0
44851,7667703,2100922,391991,-49,5.0,0.0,Completed,0,0
44852,7667915,2387846,235061,-19,12.0,8.0,Active,0,0
44853,7667944,2088964,104529,-56,12.0,0.0,Completed,0,0
44854,7668047,1770445,170223,-48,12.0,6.0,Active,0,0
44855,7668137,1054503,267927,-73,10.0,8.0,Active,0,0
44856,7668160,1609530,368585,-66,6.0,6.0,Active,0,0
44857,7668182,1998095,116871,-66,6.0,6.0,Active,0,0
44858,7668187,1802145,446437,-74,12.0,10.0,Active,0,0
44859,7668241,1960124,255405,-44,24.0,23.0,Active,0,0
44860,7668313,2101602,199580,-52,12.0,3.0,Active,0,0
44861,7668437,1821157,452158,-58,9.0,2.0,Active,0,0
44862,7668715,2291899,245255,-49,12.0,11.0,Active,0,0
44863,7668920,2068860,355045,-54,12.0,2.0,Active,0,0
44864,7668934,2497668,135359,-66,12.0,1.0,Active,0,0
44865,7669280,1183270,255569,-37,36.0,31.0,Active,0,0
44866,7669456,2566496,431284,-33,6.0,5.0,Active,0,0
44867,7669494,2422423,154402,-39,6.0,5.0,Active,0,0
44868,7669548,1747206,190686,-50,12.0,0.0,Active,13,13
44869,7669699,1609530,368585,-67,6.0,6.0,Signed,0,0
44870,7670395,1083104,275154,-28,24.0,8.0,Active,0,0
44871,7670648,1423574,326790,-50,14.0,8.0,Active,0,0
44872,7670997,1305732,156573,-27,12.0,0.0,Completed,0,0
44873,7671043,2130358,255156,-36,18.0,3.0,Active,0,0
44874,7671279,1767246,354654,-58,18.0,10.0,Active,0,0
44875,7671484,1498404,455338,-29,12.0,0.0,Active,0,0
44876,7671651,1660169,455338,-53,8.0,0.0,Active,1248,0
44877,7671754,2512440,294069,-59,19.0,8.0,Active,0,0
44878,7672057,1705555,239078,-12,5.0,0.0,Active,0,0
44879,7672148,1106464,452142,-13,10.0,2.0,Active,0,0
44880,7672231,1537358,442915,-60,24.0,22.0,Active,0,0
44881,7672327,1660169,455338,-60,8.0,0.0,Active,1034,0
44882,7672362,2464664,174008,-12,12.0,7.0,Active,0,0
44883,7672650,2367069,365531,-63,10.0,0.0,Active,132,0
44884,7672803,2427524,316697,-52,8.0,4.0,Active,0,0
44885,7672865,1081070,420271,-30,12.0,0.0,Active,0,0
44886,7673034,1081657,428621,-12,12.0,4.0,Active,0,0
44887,7673159,2143192,188732,-6,30.0,22.0,Active,0,0
44888,7673175,1762515,332161,-4,6.0,0.0,Completed,0,0
44889,7673453,2048826,149959,-7,6.0,0.0,Completed,0,0
44890,7673708,1136852,435229,-30,12.0,1.0,Active,0,0
44891,7673828,1745607,173237,-13,30.0,24.0,Active,0,0
44892,7673890,2037238,423672,-46,12.0,12.0,Active,0,0
44893,7673984,1000391,247080,-12,10.0,3.0,Active,0,0
44894,7673995,1340396,180033,-13,12.0,5.0,Active,0,0
44895,7674134,2154564,182918,-5,6.0,0.0,Active,0,0
44896,7674240,2558270,117808,-38,12.0,12.0,Active,0,0
44897,7674338,1747454,415140,-44,18.0,5.0,Active,0,0
44898,7674345,1665916,217106,-45,18.0,17.0,Active,0,0
44899,7674461,2403802,453524,-13,6.0,1.0,Active,0,0
44900,7674734,1748625,388368,-54,8.0,0.0,Active,876,0
44901,7674896,1645135,438773,-11,18.0,11.0,Active,0,0
44902,7675068,1530740,341162,-28,10.0,0.0,Completed,0,0
44903,7675115,1987535,176236,-49,18.0,18.0,Signed,0,0
44904,7675122,2130358,255156,-51,18.0,18.0,Active,0,0
44905,7675334,1870187,313509,-42,12.0,4.0,Active,0,0
44906,7675367,1856999,233053,-4,12.0,6.0,Active,0,0
44907,7675822,2130358,255156,-37,18.0,4.0,Active,0,0
44908,7675846,2427326,157547,-31,12.0,1.0,Active,0,0
44909,7675965,1305732,156573,-28,12.0,1.0,Active,0,0
44910,7676307,2341076,346261,-32,12.0,0.0,Completed,0,0
44911,7676459,2270613,433269,-81,44.0,29.0,Active,0,0
44912,7676550,1482052,379261,-32,12.0,0.0,Completed,0,0
44913,7676626,2316051,163222,-52,12.0,12.0,Active,0,0
44914,7676697,1265741,162332,-52,4.0,0.0,Active,0,0
44915,7676704,1605255,427145,-59,7.0,0.0,Active,823,0
44916,7676718,1748625,388368,-58,8.0,0.0,Active,753,0
44917,7676778,1043302,333071,-60,10.0,1.0,Active,0,0
44918,7676823,1418416,313157,-31,10.0,0.0,Completed,0,0
44919,7676926,1806250,170223,-42,12.0,12.0,Active,0,0
44920,7677076,1660169,455338,-45,8.0,0.0,Active,1491,0
44921,7677211,1081070,420271,-31,12.0,1.0,Active,0,0
44922,7677307,1265741,162332,-48,4.0,0.0,Completed,0,0
44923,7677419,1338806,345858,-2,24.0,20.0,Active,0,0
44924,7677428,1209614,111883,-2,24.0,19.0,Active,0,0
44925,7677448,2754738,275334,-2,24.0,16.0,Active,0,0
44926,7677597,1136852,435229,-31,12.0,2.0,Active,0,0
44927,7677744,2490878,143278,-63,10.0,0.0,Completed,0,0
44928,7677913,1057730,438619,-44,18.0,1.0,Active,0,0
44929,7678037,1660169,455338,-58,8.0,0.0,Active,1095,0
44930,7678383,2409938,370288,-46,4.0,0.0,Completed,1465,0
44931,7678392,2409938,370288,-48,4.0,0.0,Completed,1465,0
44932,7678396,2409938,370288,-49,4.0,0.0,Completed,1465,0
44933,7678411,1716214,196826,-19,12.0,0.0,Active,0,0
44934,7678747,2200286,174702,-2,24.0,7.0,Active,0,0
44935,7678803,1716214,196826,-22,12.0,0.0,Active,0,0
44936,7679160,2417693,233623,-9,24.0,8.0,Active,0,0
44937,7679198,2841369,316718,-15,24.0,9.0,Active,0,0
44938,7679259,2199838,161009,-20,24.0,5.0,Active,0,0
44939,7679392,1249082,255847,-21,24.0,9.0,Active,0,0
44940,7679943,1523362,221506,-21,24.0,7.0,Active,0,0
44941,7679958,1851993,330753,-15,24.0,5.0,Active,0,0
44942,7680219,2409938,370288,-66,4.0,0.0,Active,1259,0
44943,7680226,2409938,370288,-67,4.0,0.0,Active,1229,0
44944,7680243,2409938,370288,-72,4.0,0.0,Active,1076,0
44945,7680420,1666561,377779,-29,24.0,24.0,Active,0,0
44946,7680728,2409938,370288,-61,4.0,0.0,Active,1410,0
44947,7680731,2409938,370288,-63,4.0,0.0,Active,1349,0
44948,7680741,2409938,370288,-22,4.0,0.0,Completed,2598,0
44949,7681136,1083625,355048,-29,24.0,24.0,Active,0,0
44950,7681287,1851993,330753,-14,24.0,4.0,Active,0,0
44951,7681347,1523362,221506,-20,24.0,6.0,Active,0,0
44952,7681447,1249082,255847,-20,24.0,8.0,Active,0,0
44953,7681629,2640756,110343,-24,24.0,4.0,Active,0,0
44954,7681797,2462899,223585,-16,12.0,12.0,Signed,0,0
44955,7681933,2263169,368983,-2,30.0,10.0,Active,0,0
44956,7682100,1187843,184826,-8,24.0,6.0,Active,0,0
44957,7682221,2761053,150624,-7,24.0,6.0,Active,0,0
44958,7682261,1329683,337429,-11,24.0,7.0,Active,0,0
44959,7682589,1600150,433130,-17,24.0,8.0,Active,0,0
44960,7683145,1329683,337429,-10,24.0,6.0,Active,0,0
44961,7683146,2427869,259778,-12,24.0,6.0,Active,0,0
44962,7683338,2366158,424020,-13,24.0,6.0,Active,0,0
44963,7683460,1822395,375177,-7,24.0,9.0,Active,0,0
44964,7683589,1822395,375177,-6,16.0,0.0,Active,0,0
44965,7683594,1460503,136744,-10,24.0,7.0,Active,0,0
44966,7683608,1187843,184826,-7,24.0,5.0,Active,0,0
44967,7683630,2761053,150624,-6,24.0,5.0,Active,0,0
44968,7684246,1460503,136744,-11,24.0,8.0,Active,0,0
44969,7684457,2366158,424020,-14,24.0,7.0,Active,0,0
44970,7684551,1600150,433130,-16,24.0,7.0,Active,0,0
44971,7684658,2563261,370878,-21,24.0,9.0,Active,0,0
44972,7685172,2712706,138285,-21,24.0,4.0,Active,0,0
44973,7685183,1434696,251984,-11,24.0,7.0,Active,0,0
44974,7685275,1660405,312393,-18,18.0,0.0,Completed,0,0
44975,7685672,2714266,226271,-11,19.0,0.0,Active,0,0
44976,7685856,1414983,423138,-21,24.0,5.0,Active,0,0
44977,7686068,1409214,430540,-20,24.0,4.0,Active,0,0
44978,7686507,1152947,353738,-70,12.0,4.0,Active,7,7
44979,7686610,1829842,337510,-38,12.0,4.0,Active,0,0
44980,7686782,2291865,291414,-55,6.0,6.0,Active,0,0
44981,7686928,1661664,331304,-50,4.0,0.0,Completed,0,0
44982,7687364,2319776,315430,-75,24.0,16.0,Active,0,0
44983,7687544,1385420,150624,-67,12.0,1.0,Active,0,0
44984,7688083,1359499,139201,-57,6.0,6.0,Active,0,0
44985,7688090,1038894,182466,-47,10.0,9.0,Active,0,0
44986,7688248,1136634,199878,-45,10.0,3.0,Active,0,0
44987,7688408,1899119,353816,-69,18.0,4.0,Active,0,0
44988,7688646,1239921,403860,-70,18.0,10.0,Active,0,0
44989,7688953,2430708,330795,-35,12.0,8.0,Active,0,0
44990,7689126,2228816,142254,-53,14.0,15.0,Active,0,0
44991,7689178,1921743,142254,-53,18.0,18.0,Active,0,0
44992,7689458,2749628,266117,-66,12.0,4.0,Active,0,0
44993,7689464,1748291,435533,-67,12.0,6.0,Active,0,0
44994,7689577,2539835,323969,-60,7.0,4.0,Active,0,0
44995,7689610,1244471,433269,-68,12.0,8.0,Active,0,0
44996,7689701,1430289,188237,-37,8.0,2.0,Active,0,0
44997,7689895,1952077,196486,-69,24.0,3.0,Active,0,0
44998,7689912,2397885,115827,-70,30.0,16.0,Active,0,0
44999,7690023,2618865,223585,-70,12.0,5.0,Active,0,0
45000,7690087,2397885,115827,-58,30.0,4.0,Active,0,0
45001,7690185,2702809,401211,-58,12.0,7.0,Active,0,0
45002,7690397,1822647,312825,-69,12.0,12.0,Active,0,0
45003,7690577,2057012,244547,-51,5.0,4.0,Active,0,0
45004,7690584,1922822,250670,-47,4.0,3.0,Active,0,0
45005,7690642,2585444,412487,-58,12.0,10.0,Active,0,0
45006,7690782,1914767,234829,-73,24.0,11.0,Active,0,0
