,index,SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
8171,1352218,1445607,268851,Cash loans,11386.17,90000.0,95940.0,,90000.0,SATURDAY,19,Y,1,,,,XNA,Approved,-683,Cash through the bank,XAP,Unaccompanied,New,XNA,Cash,walk-in,Country-wide,60,Connectivity,12.0,high,Cash Street: high,365243.0,-653.0,-323.0,-473.0,-465.0,1.0
8172,1352474,2289418,241264,Consumer loans,,94405.5,94405.5,0.0,94405.5,THURSDAY,19,Y,1,0.0,,,XAP,Refused,-1833,Cash through the bank,XNA,,Repeater,Computers,XNA,XNA,Country-wide,75,Connectivity,,XNA,POS mobile with interest,,,,,,
8173,1352818,1016143,155986,Cash loans,,0.0,0.0,,,MONDAY,7,Y,1,,,,XNA,Canceled,-280,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
8174,1352937,1886098,174497,Cash loans,,0.0,0.0,,,FRIDAY,17,Y,1,,,,XNA,Canceled,-434,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
8175,1352976,1437603,257304,Revolving loans,2250.0,45000.0,45000.0,,45000.0,TUESDAY,12,Y,1,,,,XAP,Approved,-436,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,walk-in,Country-wide,15,Connectivity,0.0,XNA,Card Street,365243.0,365243.0,365243.0,365243.0,-316.0,0.0
8176,1353262,2230136,192451,Consumer loans,3948.165,35550.0,31995.0,3555.0,35550.0,SUNDAY,13,Y,1,0.1089090909090909,,,XAP,Approved,-2376,Cash through the bank,XAP,,Repeater,Audio/Video,POS,XNA,Stone,70,Consumer electronics,10.0,middle,POS household with interest,365243.0,-2343.0,-2073.0,-2073.0,-2068.0,0.0
8177,1353387,1219693,431413,Revolving loans,4500.0,90000.0,90000.0,,90000.0,SUNDAY,8,Y,1,,,,XAP,Approved,-367,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,-273.0,-229.0,365243.0,365243.0,365243.0,0.0
8178,1353502,2311072,374994,Consumer loans,3528.135,20650.5,18481.5,3096.0,20650.5,SATURDAY,10,Y,1,0.15626580718551514,,,XAP,Approved,-1253,Cash through the bank,XAP,Family,New,Consumer Electronics,POS,XNA,Regional / Local,148,Consumer electronics,6.0,middle,POS household with interest,365243.0,-1222.0,-1072.0,-1102.0,-1098.0,0.0
8179,1353520,1388405,423515,Consumer loans,12905.1,116167.5,128434.5,0.0,116167.5,SATURDAY,13,Y,1,0.0,,,XAP,Approved,-831,Cash through the bank,XAP,Unaccompanied,New,Computers,POS,XNA,Country-wide,173,Consumer electronics,12.0,middle,POS household with interest,365243.0,-800.0,-470.0,-470.0,-466.0,0.0
8180,1353684,1295010,269850,Revolving loans,11250.0,0.0,225000.0,,,SUNDAY,13,Y,1,,,,XAP,Approved,-734,XNA,XAP,,Refreshed,XNA,Cards,x-sell,AP+ (Cash loan),100,XNA,0.0,XNA,Card X-Sell,365243.0,365243.0,365243.0,365243.0,365243.0,0.0
8181,1353816,2198582,129329,Cash loans,8610.12,112500.0,127350.0,0.0,112500.0,WEDNESDAY,14,Y,1,0.0,,,XNA,Approved,-2439,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,24.0,high,Cash Street: high,365243.0,-2409.0,-1719.0,-1719.0,-1714.0,1.0
8182,1353845,2070922,336956,Cash loans,18624.42,247500.0,267592.5,,247500.0,FRIDAY,8,Y,1,,,,XNA,Approved,-744,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,1590,Consumer electronics,18.0,low_normal,Cash X-Sell: low,365243.0,-714.0,-204.0,-414.0,-406.0,1.0
8183,1353905,1506711,370224,Cash loans,,0.0,0.0,,,WEDNESDAY,17,Y,1,,,,XNA,Canceled,-260,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
8184,1354096,2170012,148178,Cash loans,,0.0,0.0,,,SATURDAY,15,Y,1,,,,XNA,Canceled,-437,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
8185,1354338,1032433,194446,Consumer loans,9001.35,49545.0,49545.0,0.0,49545.0,WEDNESDAY,9,Y,1,0.0,,,XAP,Approved,-659,Cash through the bank,XAP,Family,New,Audio/Video,POS,XNA,Stone,159,Consumer electronics,6.0,middle,POS household with interest,365243.0,-626.0,-476.0,-476.0,-473.0,0.0
8186,1354406,2158463,337512,Consumer loans,,61560.0,61560.0,0.0,61560.0,SATURDAY,14,Y,1,0.0,,,XAP,Unused offer,-1630,Cash through the bank,CLIENT,,Repeater,Mobile,XNA,XNA,Country-wide,40,Connectivity,,XNA,POS mobile with interest,,,,,,
8187,1354433,1947007,251984,Consumer loans,6385.5,58050.0,58050.0,0.0,58050.0,SATURDAY,13,Y,1,0.0,,,XAP,Approved,-2500,XNA,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Stone,110,Consumer electronics,10.0,low_normal,POS household without interest,365243.0,-2467.0,-2197.0,-2197.0,-2191.0,0.0
8188,1354595,2413986,154913,Cash loans,53805.15,720000.0,769419.0,,720000.0,SATURDAY,11,Y,1,,,,XNA,Approved,-808,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,high,Cash X-Sell: high,365243.0,-778.0,-88.0,-478.0,-471.0,1.0
8189,1354731,2224720,386744,Consumer loans,21520.26,256936.5,223182.0,51390.0,256936.5,SUNDAY,14,Y,1,0.203838635469683,,,XAP,Approved,-464,Cash through the bank,XAP,,New,Consumer Electronics,POS,XNA,Country-wide,1951,Consumer electronics,12.0,low_normal,POS household with interest,365243.0,-433.0,-103.0,-133.0,-128.0,0.0
8190,1354753,1550083,350681,Cash loans,49521.915,675000.0,709749.0,,675000.0,WEDNESDAY,17,Y,1,,,,XNA,Approved,-1270,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,18.0,low_normal,Cash X-Sell: low,365243.0,-1240.0,-730.0,-820.0,-811.0,1.0
8191,1354845,1051497,292623,Revolving loans,2250.0,45000.0,45000.0,,45000.0,THURSDAY,12,Y,1,,,,XAP,Approved,-476,XNA,XAP,Family,Refreshed,XNA,Cards,walk-in,Regional / Local,1300,Consumer electronics,0.0,XNA,Card Street,-458.0,-430.0,365243.0,365243.0,365243.0,0.0
8192,1354954,1435663,284895,Cash loans,26153.01,121500.0,140125.5,,121500.0,MONDAY,18,Y,1,,,,XNA,Approved,-806,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,6.0,middle,Cash X-Sell: middle,365243.0,-776.0,-626.0,-626.0,-618.0,1.0
8193,1355460,1241209,174920,Cash loans,,0.0,0.0,,,SUNDAY,11,Y,1,,,,XNA,Canceled,-382,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
8194,1355844,1711831,240793,Cash loans,31979.205,531000.0,670423.5,,531000.0,WEDNESDAY,14,Y,1,,,,Repairs,Approved,-391,Cash through the bank,XAP,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,30.0,low_normal,Cash Street: low,365243.0,-355.0,515.0,365243.0,365243.0,0.0
8195,1355975,1665125,123456,Cash loans,114447.915,1170000.0,1203975.0,,1170000.0,WEDNESDAY,19,Y,1,,,,XNA,Approved,-877,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,low_action,Cash X-Sell: low,365243.0,-847.0,-517.0,-517.0,-516.0,1.0
8196,1356134,1782979,304375,Cash loans,10508.4,270000.0,270000.0,,270000.0,SATURDAY,11,Y,1,,,,XNA,Approved,-446,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,middle,Cash X-Sell: middle,365243.0,-416.0,994.0,365243.0,365243.0,0.0
8197,1356236,2265552,266596,Cash loans,,0.0,0.0,,,SATURDAY,11,Y,1,,,,XNA,Refused,-443,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
8198,1356259,1032072,340104,Consumer loans,3879.81,29200.5,28444.5,2925.0,29200.5,WEDNESDAY,12,Y,1,0.1015505796742348,,,XAP,Approved,-1696,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,34,Connectivity,10.0,high,POS mobile with interest,365243.0,-1657.0,-1387.0,-1387.0,-1384.0,0.0
8199,1356347,2687437,151678,Consumer loans,11888.145,129811.5,129811.5,0.0,129811.5,FRIDAY,12,Y,1,0.0,,,XAP,Approved,-641,Cash through the bank,XAP,,New,Consumer Electronics,POS,XNA,Regional / Local,100,Consumer electronics,12.0,low_action,POS household without interest,365243.0,-607.0,-277.0,-457.0,-450.0,0.0
8200,1356825,1086954,150899,Consumer loans,8010.0,54400.5,59188.5,0.0,54400.5,WEDNESDAY,13,Y,1,0.0,,,XAP,Approved,-245,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,70,Connectivity,10.0,high,POS mobile with interest,365243.0,-209.0,61.0,365243.0,365243.0,0.0
8201,1356873,2537323,416725,Consumer loans,3373.2,18310.5,17347.5,1831.5,18310.5,TUESDAY,12,Y,1,0.1040028155795401,,,XAP,Approved,-478,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,28,Connectivity,6.0,high,POS mobile with interest,365243.0,-445.0,-295.0,-295.0,-291.0,0.0
8202,1356881,1803893,235571,Revolving loans,6750.0,135000.0,135000.0,,135000.0,WEDNESDAY,10,Y,1,,,,XAP,Refused,-955,XNA,SCO,,Repeater,XNA,Cards,walk-in,Credit and cash offices,-1,XNA,0.0,XNA,Card Street,,,,,,
8203,1356953,1517461,378112,Cash loans,10079.46,90000.0,95940.0,,90000.0,THURSDAY,11,Y,1,,,,XNA,Approved,-621,Non-cash from your account,XAP,,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-591.0,-261.0,-261.0,-254.0,1.0
8204,1356999,1690625,392190,Consumer loans,6265.8,58072.5,61537.5,2907.0,58072.5,THURSDAY,10,Y,1,0.04912734636357287,,,XAP,Approved,-1824,Cash through the bank,XAP,Family,New,Photo / Cinema Equipment,POS,XNA,Regional / Local,411,Consumer electronics,14.0,high,POS household with interest,365243.0,-1793.0,-1403.0,-1553.0,-1548.0,0.0
8205,1357015,1283113,340104,Cash loans,21673.035,495000.0,651816.0,,495000.0,THURSDAY,17,Y,1,,,,XNA,Approved,-323,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,low_normal,Cash X-Sell: low,365243.0,-293.0,1117.0,-113.0,-110.0,1.0
8206,1357103,2360861,386775,Revolving loans,6750.0,135000.0,135000.0,,135000.0,MONDAY,15,Y,1,,,,XAP,Approved,-399,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,-399.0,-359.0,365243.0,365243.0,365243.0,0.0
8207,1357244,1865366,354267,Consumer loans,13139.91,74502.0,74502.0,0.0,74502.0,THURSDAY,12,Y,1,0.0,,,XAP,Approved,-551,Cash through the bank,XAP,Unaccompanied,Repeater,Clothing and Accessories,POS,XNA,Country-wide,118,Clothing,6.0,low_action,POS industry without interest,365243.0,-520.0,-370.0,-370.0,-366.0,0.0
8208,1357369,1820885,109447,Cash loans,61853.445,328500.0,336087.0,,328500.0,WEDNESDAY,15,Y,1,,,,XNA,Approved,-639,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,6.0,middle,Cash X-Sell: middle,365243.0,-604.0,-454.0,-604.0,-600.0,0.0
8209,1357520,2498227,245063,Cash loans,,0.0,0.0,,,MONDAY,16,Y,1,,,,XNA,Canceled,-278,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
8210,1357626,2604039,242192,Cash loans,27237.465,202500.0,245601.0,0.0,202500.0,FRIDAY,11,Y,1,0.0,,,XNA,Approved,-1826,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,high,Cash X-Sell: high,365243.0,-1795.0,-1465.0,-1465.0,-1460.0,0.0
8211,1357641,2575020,435769,Consumer loans,8445.195,90450.0,81405.0,9045.0,90450.0,TUESDAY,10,Y,1,0.1089090909090909,,,XAP,Approved,-94,Cash through the bank,XAP,,Repeater,Furniture,POS,XNA,Country-wide,500,Furniture,12.0,middle,POS industry with interest,365243.0,-30.0,300.0,365243.0,365243.0,0.0
8212,1358006,1206017,162295,Cash loans,52154.64,247500.0,283387.5,,247500.0,FRIDAY,10,Y,1,,,,XNA,Approved,-899,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,6.0,middle,Cash X-Sell: middle,365243.0,-869.0,-719.0,-779.0,-770.0,1.0
8213,1358092,2609385,302296,Consumer loans,12282.795,57627.0,46098.0,11529.0,57627.0,WEDNESDAY,17,Y,1,0.2178862181079892,,,XAP,Approved,-989,XNA,XAP,,New,Mobile,POS,XNA,Country-wide,25,Connectivity,4.0,middle,POS mobile without interest,365243.0,-943.0,-853.0,-853.0,-845.0,0.0
8214,1358302,1801192,410660,Cash loans,4265.955,67500.0,76410.0,,67500.0,WEDNESDAY,8,Y,1,,,,XNA,Approved,-1350,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Country-wide,-1,XNA,24.0,low_normal,Cash X-Sell: low,365243.0,-1320.0,-630.0,-1050.0,-1045.0,1.0
8215,1358324,2841038,146641,Cash loans,42646.05,1350000.0,1546020.0,,1350000.0,SUNDAY,9,Y,1,,,,XNA,Refused,-156,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,,,,,,
8216,1358575,1366613,302204,Revolving loans,11250.0,225000.0,225000.0,,225000.0,WEDNESDAY,10,Y,1,,,,XAP,Approved,-621,XNA,XAP,,New,XNA,Cards,walk-in,Credit and cash offices,-1,XNA,0.0,XNA,Card Street,-604.0,-580.0,365243.0,-305.0,365243.0,0.0
8217,1358787,2799884,227989,Consumer loans,13892.715,185193.0,216972.0,0.0,185193.0,TUESDAY,13,Y,1,0.0,,,XAP,Refused,-1184,Cash through the bank,SCO,Unaccompanied,New,Computers,POS,XNA,Country-wide,1402,Consumer electronics,24.0,middle,POS household with interest,,,,,,
8218,1358961,2563261,370878,Consumer loans,5149.17,100143.0,111402.0,0.0,100143.0,FRIDAY,14,Y,1,0.0,,,XAP,Approved,-1097,Cash through the bank,XAP,Unaccompanied,Refreshed,Computers,POS,XNA,Country-wide,5094,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-1066.0,-376.0,-376.0,-374.0,0.0
8219,1359187,1110051,404994,Cash loans,17711.19,135000.0,163251.0,0.0,135000.0,MONDAY,17,Y,1,0.0,,,XNA,Approved,-1209,Cash through the bank,XAP,Unaccompanied,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,middle,Cash Street: middle,365243.0,-1179.0,-849.0,-849.0,-846.0,1.0
8220,1359648,1809630,218320,Cash loans,,0.0,0.0,,,TUESDAY,17,Y,1,,,,XNA,Canceled,-128,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
8221,1359649,2649530,218320,Cash loans,28481.355,405000.0,469152.0,,405000.0,TUESDAY,17,Y,1,,,,XNA,Refused,-128,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high,,,,,,
8222,1359676,1810309,148178,Consumer loans,5718.735,46494.0,28494.0,18000.0,46494.0,SATURDAY,17,Y,1,0.4216379826135923,,,XAP,Approved,-2439,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Stone,22,Consumer electronics,6.0,high,POS household with interest,365243.0,-2405.0,-2255.0,-2255.0,-2249.0,0.0
8223,1359855,1594294,305987,Cash loans,8771.31,90000.0,113251.5,,90000.0,MONDAY,11,Y,1,,,,XNA,Approved,-559,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,middle,Cash X-Sell: middle,365243.0,-529.0,-19.0,-19.0,-14.0,1.0
8224,1359921,1123150,366001,Revolving loans,,0.0,0.0,,,SUNDAY,13,Y,1,,,,XAP,Canceled,-343,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,0,XNA,,XNA,Card Street,,,,,,
8225,1360155,1807218,372693,Cash loans,46424.475,823500.0,871330.5,,823500.0,SATURDAY,14,Y,1,,,,XNA,Refused,-471,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,low_normal,Cash X-Sell: low,,,,,,
8226,1360481,1914236,407588,Cash loans,,0.0,0.0,,,THURSDAY,13,Y,1,,,,XNA,Canceled,-522,XNA,XAP,,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
8227,1360659,1569223,301087,Consumer loans,12685.455,112680.0,124578.0,0.0,112680.0,SATURDAY,11,Y,1,0.0,,,XAP,Approved,-207,Cash through the bank,XAP,Unaccompanied,Repeater,Construction Materials,POS,XNA,Stone,20,Construction,12.0,middle,POS industry with interest,365243.0,-177.0,153.0,-57.0,-52.0,1.0
8228,1360725,2587279,423672,Consumer loans,,33255.0,33255.0,0.0,33255.0,FRIDAY,21,Y,1,0.0,,,XAP,Unused offer,-949,Cash through the bank,CLIENT,,Repeater,Mobile,XNA,XNA,Country-wide,20,Connectivity,,XNA,POS mobile with interest,,,,,,
8229,1360773,1766827,198512,Consumer loans,10158.795,157050.0,179262.0,0.0,157050.0,WEDNESDAY,9,Y,1,0.0,,,XAP,Approved,-502,Cash through the bank,XAP,,New,Sport and Leisure,POS,XNA,Stone,107,Consumer electronics,24.0,middle,POS household with interest,365243.0,-471.0,219.0,-171.0,-169.0,0.0
8230,1360848,1261417,415140,Consumer loans,1883.97,21240.0,19107.0,4230.0,21240.0,SATURDAY,18,Y,1,0.1974056024962311,,,XAP,Approved,-1055,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,74,Connectivity,14.0,high,POS mobile with interest,365243.0,-1021.0,-631.0,-691.0,-681.0,0.0
8231,1361108,1628402,188492,Cash loans,,0.0,0.0,,,SATURDAY,9,Y,1,,,,XNA,Canceled,-294,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,0,XNA,,XNA,Cash,,,,,,
8232,1361215,2580312,167109,Consumer loans,6325.38,29497.5,33556.5,0.0,29497.5,SATURDAY,16,Y,1,0.0,,,XAP,Approved,-1307,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Country-wide,2358,Consumer electronics,6.0,middle,POS household with interest,365243.0,-1275.0,-1125.0,-1245.0,-1243.0,0.0
8233,1361231,2698713,181084,Cash loans,64966.5,1800000.0,2013840.0,,1800000.0,THURSDAY,17,Y,1,,,,Repairs,Refused,-708,Cash through the bank,HC,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_normal,Cash Street: low,,,,,,
8234,1361343,2014408,199865,Cash loans,6067.35,112500.0,134775.0,,112500.0,MONDAY,17,Y,1,,,,Furniture,Approved,-142,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,middle,Cash Street: middle,365243.0,-112.0,938.0,365243.0,365243.0,1.0
8235,1361396,1991723,256355,Cash loans,20881.08,450000.0,533160.0,,450000.0,MONDAY,15,Y,1,,,,XNA,Approved,-450,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,48.0,middle,Cash X-Sell: middle,,,,,,
8236,1361548,1977035,418104,Consumer loans,11118.195,147327.075,184995.0,1.575,147327.075,WEDNESDAY,21,Y,1,9.272161832283553e-06,,,XAP,Approved,-925,Cash through the bank,XAP,Family,New,Audio/Video,POS,XNA,Country-wide,1842,Consumer electronics,18.0,low_action,POS household without interest,365243.0,-893.0,-383.0,-383.0,-375.0,0.0
8237,1361554,1893695,340889,Consumer loans,5990.13,66732.12,59022.0,13348.62,66732.12,SUNDAY,9,Y,1,0.20088069842304915,0.1607163096452454,0.715644820295983,XAP,Approved,-275,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,70,Connectivity,12.0,middle,POS mobile with interest,365243.0,-242.0,88.0,365243.0,365243.0,0.0
8238,1361605,2520794,333589,Cash loans,33249.735,900000.0,1030680.0,,900000.0,TUESDAY,13,Y,1,,,,XNA,Refused,-1389,Cash through the bank,LIMIT,Family,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_normal,Cash Street: low,,,,,,
8239,1361664,2297602,279297,Revolving loans,16875.0,337500.0,337500.0,,337500.0,SATURDAY,14,Y,1,,,,XAP,Refused,-201,XNA,HC,Family,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
8240,1361810,2275121,412972,Cash loans,,0.0,0.0,,,SATURDAY,6,Y,1,,,,XNA,Refused,-138,XNA,SCOFR,,Repeater,XNA,XNA,XNA,Credit and cash offices,0,XNA,,XNA,Cash,,,,,,
8241,1361982,1866754,174920,Cash loans,,0.0,0.0,,,MONDAY,19,Y,1,,,,XNA,Canceled,-219,XNA,XAP,,Repeater,XNA,XNA,XNA,Contact center,-1,XNA,,XNA,Cash,,,,,,
8242,1362120,1140081,205681,Revolving loans,45000.0,0.0,900000.0,,,WEDNESDAY,11,Y,1,,,,XAP,Approved,-806,XNA,XAP,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,-720.0,-672.0,365243.0,-185.0,-149.0,0.0
8243,1362287,2525472,392871,Consumer loans,7362.225,37620.0,37620.0,0.0,37620.0,SUNDAY,9,Y,1,0.0,,,XAP,Approved,-1326,Cash through the bank,XAP,Unaccompanied,Refreshed,Audio/Video,POS,XNA,Stone,70,Consumer electronics,6.0,high,POS household with interest,365243.0,-1293.0,-1143.0,-1143.0,-1136.0,0.0
8244,1362967,1431287,311535,Cash loans,46980.0,675000.0,675000.0,,675000.0,SATURDAY,12,Y,1,,,,XNA,Approved,-929,XNA,XAP,,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,18.0,low_normal,Cash X-Sell: low,,,,,,
8245,1363223,2461253,172359,Cash loans,,0.0,0.0,,,TUESDAY,8,Y,1,,,,XNA,Canceled,-240,XNA,XAP,,Repeater,XNA,XNA,XNA,Contact center,-1,XNA,,XNA,Cash,,,,,,
8246,1363252,2786513,431413,Cash loans,24342.3,832500.0,832500.0,,832500.0,WEDNESDAY,9,Y,1,,,,XNA,Canceled,-406,XNA,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,60.0,low_normal,Cash X-Sell: low,,,,,,
8247,1363404,1958548,105461,Consumer loans,5943.87,31455.0,29704.5,3150.0,31455.0,WEDNESDAY,19,Y,1,0.10441907086202386,,,XAP,Approved,-2314,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,25,Connectivity,6.0,high,POS mobile with interest,365243.0,-2272.0,-2122.0,-2152.0,-2149.0,0.0
8248,1363794,2150075,208643,Revolving loans,2250.0,45000.0,45000.0,,45000.0,TUESDAY,15,Y,1,,,,XAP,Approved,-399,XNA,XAP,,Repeater,XNA,Cards,walk-in,AP+ (Cash loan),5,XNA,0.0,XNA,Card Street,-398.0,-357.0,365243.0,365243.0,365243.0,0.0
8249,1363799,2533691,134812,Cash loans,,0.0,0.0,,,SUNDAY,11,Y,1,,,,XNA,Canceled,-261,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
8250,1364241,1856043,435769,Consumer loans,6458.67,170955.0,170955.0,0.0,170955.0,TUESDAY,9,Y,1,0.0,,,XAP,Approved,-402,Cash through the bank,XAP,,New,Clothing and Accessories,POS,XNA,Regional / Local,640,Clothing,36.0,low_normal,POS industry with interest,365243.0,-370.0,680.0,365243.0,365243.0,0.0
8251,1364531,2057315,142676,Cash loans,13692.825,112500.0,119925.0,,112500.0,TUESDAY,12,Y,1,,,,XNA,Refused,-1761,Cash through the bank,SCO,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,high,Cash X-Sell: high,,,,,,
8252,1364824,2316051,163222,Consumer loans,15899.13,164376.0,170226.0,0.0,164376.0,SATURDAY,14,Y,1,0.0,,,XAP,Approved,-1593,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Country-wide,3540,Consumer electronics,12.0,low_normal,POS household with interest,365243.0,-1561.0,-1231.0,-1261.0,-1256.0,0.0
8253,1364855,2049750,451008,Cash loans,9989.19,45000.0,52051.5,,45000.0,SATURDAY,13,Y,1,,,,XNA,Approved,-721,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),100,XNA,6.0,middle,Cash X-Sell: middle,365243.0,-691.0,-541.0,-691.0,-685.0,1.0
8254,1365014,1305859,387408,Cash loans,14202.36,229500.0,254340.0,,229500.0,FRIDAY,15,Y,1,,,,XNA,Approved,-755,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Regional / Local,1200,Consumer electronics,24.0,low_normal,Cash X-Sell: low,365243.0,-725.0,-35.0,-65.0,-60.0,1.0
8255,1365075,2599253,267242,Cash loans,,0.0,0.0,,,SATURDAY,6,Y,1,,,,XNA,Canceled,-28,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
8256,1365360,2247756,345858,Revolving loans,9000.0,180000.0,180000.0,,180000.0,THURSDAY,11,Y,1,,,,XAP,Approved,-173,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Country-wide,1800,Consumer electronics,0.0,XNA,Card X-Sell,365243.0,365243.0,365243.0,365243.0,-98.0,0.0
