,index,SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,AMT_BALANCE,AMT_CREDIT_LIMIT_ACTUAL,AMT_DRAWINGS_ATM_CURRENT,AMT_DRAWINGS_CURRENT,AMT_DRAWINGS_OTHER_CURRENT,AMT_DRAWINGS_POS_CURRENT,AMT_INST_MIN_REGULARITY,AMT_PAYMENT_CURRENT,AMT_PAYMENT_TOTAL_CURRENT,AMT_RECEIVABLE_PRINCIPAL,AMT_RECIVABLE,AMT_TOTAL_RECEIVABLE,CNT_DRAWINGS_ATM_CURRENT,CNT_DRAWINGS_CURRENT,CNT_DRAWINGS_OTHER_CURRENT,CNT_DRAWINGS_POS_CURRENT,CNT_INSTALMENT_MATURE_CUM,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
21390,3447373,1128969,182818,-14,44461.395,90000,0.0,45000.0,0.0,45000.0,0.0,538.605,538.605,44461.395,44461.395,44461.395,0.0,1,0.0,1.0,4.0,Active,0,0
21391,3447670,1767310,227346,-6,345821.04,360000,0.0,0.0,0.0,0.0,17427.87,17550.0,17550.0,331007.265,342826.785,342826.785,0.0,0,0.0,0.0,8.0,Active,0,0
21392,3447684,2069499,419743,-11,306533.07,450000,0.0,0.0,0.0,0.0,15449.085,15750.0,15750.0,293231.34,306533.07,306533.07,0.0,0,0.0,0.0,8.0,Active,0,0
21393,3448029,1627369,321557,-12,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
21394,3448149,1234215,105390,-13,0.0,135000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
21395,3448221,2632049,401120,-12,0.0,337500,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
21396,3448227,2439040,364183,-13,0.0,90000,0.0,0.0,0.0,0.0,319.86,144.99,14.49,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,Active,0,0
21397,3448250,1437384,377779,-13,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
21398,3448385,1914987,390964,-5,115538.94,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,112017.735,115538.94,115538.94,0.0,0,0.0,0.0,67.0,Active,0,0
21399,3448427,1054663,158527,-12,0.0,45000,0.0,0.0,0.0,0.0,0.0,78.615,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,Active,0,0
21400,3448733,2076569,141612,-13,0.0,180000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
21401,3449165,2110638,123456,-10,161582.985,225000,0.0,0.0,0.0,0.0,10033.47,22500.0,22500.0,155669.265,160912.485,160912.485,0.0,0,0.0,0.0,2.0,Active,0,0
21402,3449244,1238505,337178,-10,0.0,0,0.0,0.0,0.0,0.0,0.0,411.93,411.93,0.0,0.0,0.0,0.0,0,0.0,0.0,17.0,Active,0,0
21403,3449314,1686000,242192,-7,32860.44,45000,0.0,0.0,0.0,0.0,2250.0,2250.0,2250.0,31425.795,32860.44,32860.44,0.0,0,0.0,0.0,18.0,Active,0,0
21404,3449405,2478936,388368,-9,0.0,495000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
21405,3449497,1420465,450117,-11,0.0,270000,0.0,0.0,0.0,0.0,0.0,785.385,785.385,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,Active,0,0
21406,3449546,2842297,403860,-4,193718.34,337500,24300.0,38564.64,0.0,14264.64,7826.22,16144.02,8423.91,185092.065,188336.34,188336.34,4.0,12,0.0,8.0,5.0,Active,0,0
21407,3449570,1653450,249608,-4,70599.78,67500,0.0,7519.5,0.0,7519.5,3198.825,4500.0,4500.0,66996.045,69696.315,69696.315,0.0,4,0.0,4.0,6.0,Active,0,0
21408,3449723,1646467,269298,-3,188038.08,180000,0.0,5175.0,0.0,5175.0,9301.725,11250.0,11250.0,179959.725,186206.895,186206.895,0.0,4,0.0,4.0,9.0,Active,0,0
21409,3450000,2224308,413731,-10,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Completed,0,0
21410,3450029,1940329,277024,-11,0.0,45000,0.0,0.0,0.0,0.0,0.0,189.315,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,42.0,Active,0,0
21411,3450223,2250456,147732,-3,0.0,45000,0.0,0.0,0.0,0.0,0.0,477.765,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,51.0,Active,0,0
21412,3450336,1383303,130316,-84,116056.215,112500,9000.0,9000.0,0.0,0.0,6750.0,6750.0,6750.0,110931.93,116056.215,116056.215,1.0,1,0.0,0.0,18.0,Active,0,0
21413,3450592,1155881,262562,-90,57956.715,67500,0.0,0.0,0.0,0.0,3375.0,3375.0,3375.0,56410.695,57956.715,57956.715,0.0,0,0.0,0.0,5.0,Active,0,0
21414,3450870,2164489,140026,-91,80801.775,90000,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,78115.14,80801.775,80801.775,0.0,0,0.0,0.0,10.0,Active,0,0
21415,3451000,1308477,135788,-91,101977.335,112500,0.0,0.0,0.0,0.0,5625.0,9000.0,9000.0,97955.73,101977.335,101977.335,0.0,0,0.0,0.0,12.0,Active,0,0
21416,3451174,1281776,387494,-93,0.0,90000,0.0,0.0,0.0,0.0,547.155,1093.635,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,Active,0,0
21417,3451376,1327769,318386,-26,88001.64,157500,0.0,0.0,0.0,0.0,7875.0,8100.0,8100.0,83528.28,88001.64,88001.64,0.0,0,0.0,0.0,54.0,Active,0,0
21418,3451544,2645251,139201,-37,0.0,0,0.0,0.0,0.0,0.0,0.0,371.52,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,Active,0,0
21419,3451564,2208105,402641,-36,0.0,45000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
21420,3451647,2701979,365897,-32,0.0,27000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,Active,0,0
21421,3451748,2471995,283432,-29,0.0,180000,0.0,0.0,0.0,0.0,0.0,759.555,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12.0,Active,0,0
21422,3451811,2257102,162332,-29,0.0,157500,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
21423,3452005,1155846,153174,-28,0.0,45000,0.0,0.0,0.0,0.0,0.0,170.91,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,Active,0,0
21424,3452063,1135388,390094,-28,0.0,135000,0.0,0.0,0.0,0.0,2585.925,376.155,376.155,0.0,0.0,0.0,0.0,0,0.0,0.0,18.0,Active,0,0
21425,3452224,1940450,343458,-36,0.0,0,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
21426,3452342,1280194,369617,-27,0.0,202500,0.0,0.0,0.0,0.0,0.0,437.175,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,45.0,Active,0,0
21427,3452609,2618462,179660,-28,0.0,67500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,48.0,Completed,0,0
21428,3452660,1394887,187974,-22,46980.18,90000,47250.0,75614.265,0.0,28364.265,2292.3,89887.995,85389.93,46761.525,48084.39,48084.39,2.0,6,0.0,4.0,3.0,Active,0,0
21429,3452697,2257102,162332,-20,0.0,157500,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
21430,3452722,1061295,167947,-28,0.0,135000,0.0,0.0,0.0,0.0,0.0,1134.045,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active,0,0
21431,3452962,2189176,273364,-38,8142.345,90000,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,6532.38,8142.345,8142.345,0.0,0,0.0,0.0,47.0,Active,0,0
21432,3453248,1868982,255424,-34,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,18.0,Active,0,0
21433,3453494,2194642,445256,-43,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
21434,3453555,2761375,274495,-38,0.0,45000,0.0,0.0,0.0,0.0,0.0,462.78,462.78,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,Active,0,0
21435,3453797,1185126,183222,-37,0.0,135000,0.0,0.0,0.0,0.0,0.0,18862.02,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,46.0,Active,0,0
21436,3453980,1891411,236965,-22,68701.32,202500,0.0,0.0,0.0,0.0,4011.525,6750.0,6750.0,66730.41,69296.895,69296.895,0.0,0,0.0,0.0,18.0,Active,0,0
21437,3454218,1835655,349186,-13,1360.215,292500,9000.0,9000.0,0.0,0.0,130.5,11327.49,11196.99,0.0,0.0,0.0,1.0,1,0.0,0.0,14.0,Active,0,0
21438,3454492,1238505,337178,-22,427236.435,450000,0.0,0.0,0.0,0.0,22385.7,31500.0,31500.0,416214.405,430689.15,430689.15,0.0,0,0.0,0.0,15.0,Active,0,0
21439,3454804,2234059,314602,-18,232055.325,270000,0.0,33591.6,0.0,33591.6,10168.2,13500.0,13500.0,223455.465,232055.325,232055.325,0.0,1,0.0,1.0,11.0,Active,0,0
21440,3454874,1394887,187974,-23,56733.525,90000,13500.0,69521.175,0.0,56021.175,2250.0,30675.15,30675.15,54341.37,55388.025,55388.025,1.0,15,0.0,14.0,2.0,Active,0,0
21441,3455176,1260518,154402,-29,127426.32,135000,31500.0,31500.0,0.0,0.0,6732.135,9000.0,2309.535,124809.075,128393.775,128393.775,2.0,2,0.0,0.0,2.0,Active,0,0
21442,3455363,2254415,139342,-26,0.0,67500,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
21443,3455381,1729402,361523,-23,1467.27,450000,9000.0,36868.5,0.0,27868.5,0.0,22500.0,22500.0,0.0,0.0,0.0,1.0,5,0.0,4.0,0.0,Active,0,0
21444,3455653,2094987,131528,-29,92722.365,225000,90000.0,90000.0,0.0,0.0,0.0,,0.0,90000.0,91376.865,91376.865,1.0,1,0.0,0.0,0.0,Signed,0,0
21445,3455924,1351269,151762,-20,136603.485,157500,135000.0,135000.0,0.0,0.0,0.0,0.18,0.18,134999.82,135257.985,135257.985,1.0,1,0.0,0.0,6.0,Active,0,0
21446,3455954,1355954,416410,-17,234179.46,225000,0.0,0.0,0.0,0.0,11591.685,11700.0,11700.0,220134.015,234179.46,234179.46,0.0,0,0.0,0.0,6.0,Active,0,0
21447,3456399,2403581,392190,-27,189409.14,180000,94500.0,94500.0,0.0,0.0,4551.93,4500.0,4500.0,179443.035,186718.14,186718.14,2.0,2,0.0,0.0,4.0,Active,26,0
21448,3456535,1729402,361523,-21,218824.155,450000,13500.0,45508.725,0.0,32008.725,8850.915,13500.0,13500.0,209027.07,218823.975,218823.975,1.0,4,0.0,3.0,2.0,Active,0,0
21449,3456893,2023082,395682,-58,50573.88,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,48707.865,50573.88,50573.88,0.0,0,0.0,0.0,13.0,Active,0,0
21450,3456992,1327769,318386,-62,107802.585,157500,0.0,0.0,0.0,0.0,7875.0,7875.0,7875.0,102948.255,107802.585,107802.585,0.0,0,0.0,0.0,18.0,Active,0,0
21451,3457258,1548194,172359,-60,0.0,0,0.0,0.0,0.0,0.0,0.0,234.945,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13.0,Active,0,0
21452,3457480,2132502,286291,-13,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
21453,3457688,1101936,337510,-13,185423.58,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,178333.875,185423.58,185423.58,0.0,0,0.0,0.0,59.0,Active,0,0
21454,3457729,2242716,263031,-19,0.0,0,0.0,0.0,0.0,0.0,0.0,104.265,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,28.0,Active,0,0
21455,3457866,2126638,129329,-19,0.0,112500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,56.0,Completed,0,0
21456,3458029,2392929,433130,-20,0.0,225000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
21457,3458164,1417410,242266,-32,0.0,135000,0.0,0.0,0.0,0.0,0.0,321.435,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,25.0,Active,0,0
21458,3458217,1782432,413627,-40,0.0,157500,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
21459,3458227,1762158,185561,-39,0.0,157500,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
21460,3458415,2082695,143647,-31,0.0,0,0.0,0.0,0.0,0.0,0.0,505.53,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,26.0,Active,0,0
21461,3458564,1035156,312825,-40,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
21462,3458600,2173681,432695,-41,0.0,0,0.0,0.0,0.0,0.0,0.0,299.34,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.0,Active,0,0
21463,3458673,2248476,199477,-40,0.0,180000,0.0,0.0,0.0,0.0,0.0,4250.655,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,16.0,Active,0,0
21464,3458727,1444488,333030,-38,0.0,180000,0.0,0.0,0.0,0.0,0.0,790.2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,53.0,Active,0,0
21465,3458972,2556923,347393,-34,0.0,0,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
21466,3459383,2506227,437709,-21,122377.32,450000,45000.0,52038.45,0.0,7038.45,3427.515,4500.0,4500.0,116088.525,119686.32,119686.32,2.0,4,0.0,2.0,18.0,Active,0,0
21467,3459541,1124904,293545,-16,139432.545,450000,0.0,0.0,0.0,0.0,7128.225,9000.0,9000.0,133564.5,139432.545,139432.545,0.0,0,0.0,0.0,11.0,Active,0,0
21468,3459624,2257102,162332,-16,154552.455,157500,2700.0,2700.0,0.0,0.0,0.0,12600.0,4359.06,152218.665,154552.455,154552.455,2.0,2,0.0,0.0,0.0,Active,0,0
21469,3459895,2801403,379261,-18,0.0,450000,0.0,13405.95,0.0,13405.95,0.0,32625.0,30375.0,0.0,0.0,0.0,0.0,1,0.0,1.0,6.0,Active,0,0
21470,3460052,1243187,263339,-76,175881.465,180000,9000.0,9000.0,0.0,0.0,9000.0,9000.0,9000.0,169538.625,175881.465,175881.465,1.0,1,0.0,0.0,29.0,Active,0,0
21471,3460275,1444468,424702,-17,309.555,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.555,309.555,0.0,0,0.0,0.0,35.0,Active,1370,0
21472,3460295,2100994,145358,-20,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,38.0,Completed,0,0
21473,3460307,1430593,124734,-19,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,15.0,Active,0,0
21474,3460378,2173681,432695,-20,0.0,0,0.0,0.0,0.0,0.0,0.0,299.34,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.0,Active,0,0
21475,3460560,1723017,432607,-20,0.0,157500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,83.0,Completed,0,0
21476,3460715,2657024,261869,-10,0.0,0,0.0,0.0,0.0,0.0,0.0,2099.25,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,Active,0,0
21477,3461139,1462646,301939,-52,108.135,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.135,108.135,0.0,0,0.0,0.0,20.0,Active,277,0
21478,3461326,2118652,146004,-51,164621.7,157500,0.0,0.0,0.0,0.0,7875.0,7875.0,7875.0,157460.085,164621.7,164621.7,0.0,0,0.0,0.0,41.0,Active,0,0
21479,3461336,1548194,172359,-46,0.0,0,0.0,0.0,0.0,0.0,0.0,234.945,0.0,0.0,-234.945,-234.945,0.0,0,0.0,0.0,13.0,Active,0,0
21480,3461347,2706500,112845,-52,0.0,0,0.0,0.0,0.0,0.0,0.0,161.64,0.0,0.0,-161.64,-161.64,0.0,0,0.0,0.0,20.0,Active,0,0
21481,3461531,2186834,217106,-46,0.0,0,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
21482,3461558,2391130,371106,-46,176904.45,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,171347.67,176904.45,176904.45,0.0,0,0.0,0.0,37.0,Active,0,0
21483,3461928,1292610,146641,-22,0.0,225000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,46.0,Completed,0,0
21484,3462054,2697917,176676,-24,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
21485,3462160,2248476,199477,-9,0.0,180000,0.0,0.0,0.0,0.0,0.0,4250.655,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,16.0,Active,0,0
21486,3462170,2026873,446437,-10,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
21487,3462455,1086118,266117,-9,280468.17,495000,0.0,0.0,0.0,0.0,5994.45,22788.0,6726.24,276235.245,280468.17,280468.17,0.0,0,0.0,0.0,6.0,Active,0,0
21488,3462560,2826569,414574,-9,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
21489,3462587,1327769,318386,-5,0.0,0,0.0,0.0,0.0,0.0,0.0,132.795,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,64.0,Active,0,0
21490,3462615,1307570,375015,-9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13.0,Active,0,0
21491,3462874,1211220,138084,-57,0.0,180000,0.0,0.0,0.0,0.0,0.0,294.975,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,Active,0,0
21492,3463337,2184201,112552,-56,15413.085,45000,0.0,14040.0,14040.0,0.0,,0.0,0.0,14040.0,14067.585,14067.585,0.0,1,1.0,0.0,,Active,0,0
21493,3464049,1101936,337510,-35,189369.45,180000,0.0,0.0,0.0,0.0,9000.0,18000.0,18000.0,179640.36,189369.45,189369.45,0.0,0,0.0,0.0,37.0,Active,0,0
21494,3464141,2164489,140026,-42,0.0,90000,0.0,0.0,0.0,0.0,0.0,101.16,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,48.0,Active,0,0
21495,3464487,1364479,379048,-27,0.0,90000,0.0,0.0,0.0,0.0,0.0,85.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,43.0,Active,0,0
21496,3464787,1839376,139087,-18,0.0,202500,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
21497,3464821,1994282,187948,-21,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
21498,3464822,1380862,257000,-28,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,Active,0,0
21499,3465370,1380862,257000,-47,0.0,0,0.0,0.0,0.0,0.0,0.0,4065.93,0.0,0.0,-4065.93,-4065.93,0.0,0,0.0,0.0,6.0,Active,0,0
21500,3465566,1782145,373549,-40,43778.925,135000,0.0,0.0,0.0,0.0,6750.0,13500.0,13500.0,40911.615,43778.925,43778.925,0.0,0,0.0,0.0,35.0,Active,0,0
21501,3465895,2287948,197946,-61,67.5,135000,0.0,0.0,0.0,0.0,67.5,666.18,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,17.0,Active,0,0
21502,3465993,1915664,190566,-66,0.0,0,0.0,0.0,0.0,0.0,0.0,85.365,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,Active,0,0
21503,3466008,1060977,116871,-58,0.0,157500,0.0,0.0,0.0,0.0,0.0,1596.825,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,Active,0,0
21504,3466146,2239437,359198,-65,0.0,0,0.0,0.0,0.0,0.0,0.0,3104.37,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,16.0,Active,0,0
21505,3466178,2391130,371106,-59,178350.66,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,172762.965,178350.66,178350.66,0.0,0,0.0,0.0,24.0,Active,0,0
21506,3466607,1044526,114850,-35,0.0,67500,0.0,0.0,0.0,0.0,0.0,4675.59,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active,0,0
21507,3466698,2239437,359198,-34,0.0,0,0.0,0.0,0.0,0.0,0.0,3104.37,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,16.0,Active,0,0
21508,3466909,1255246,167939,-27,0.0,180000,0.0,0.0,0.0,0.0,0.0,288.495,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,49.0,Active,0,0
21509,3467130,2792132,176137,-29,112534.02,112500,15750.0,15750.0,0.0,0.0,5625.0,9000.0,9000.0,105997.905,112534.02,112534.02,2.0,2,0.0,0.0,39.0,Active,0,0
21510,3467513,1182358,295379,-33,110124.315,135000,0.0,0.0,0.0,0.0,6750.0,6750.0,6750.0,105291.36,110124.315,110124.315,0.0,0,0.0,0.0,51.0,Active,0,0
21511,3467691,1290401,337512,-42,162113.535,157500,0.0,0.0,0.0,0.0,9450.0,9450.0,9450.0,155641.725,162113.535,162113.535,0.0,0,0.0,0.0,70.0,Active,0,0
21512,3467760,1726477,132664,-42,285912.45,405000,0.0,270.0,0.0,270.0,14857.74,17550.0,17550.0,279874.35,288109.035,288109.035,0.0,1,0.0,1.0,2.0,Active,0,0
21513,3468499,2671616,144451,-46,136749.96,135000,0.0,0.0,0.0,0.0,6750.0,13500.0,13500.0,131492.475,136749.96,136749.96,0.0,0,0.0,0.0,54.0,Active,0,0
21514,3468664,1705470,305421,-45,0.0,270000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,57.0,Active,0,0
21515,3468975,2164489,140026,-24,0.0,90000,0.0,0.0,0.0,0.0,0.0,5366.16,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,48.0,Active,0,0
21516,3469251,2403581,392190,-24,2390.445,180000,0.0,0.0,0.0,0.0,8928.495,177750.0,169037.325,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,Active,0,0
21517,3469563,1188710,334522,-24,0.0,180000,0.0,0.0,0.0,0.0,0.0,133.335,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,85.0,Active,0,0
21518,3469660,2007366,116606,-16,0.0,225000,0.0,0.0,0.0,0.0,0.0,28966.5,27001.395,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active,0,0
21519,3469670,1155846,153174,-15,0.0,45000,0.0,0.0,0.0,0.0,0.0,170.91,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,Active,0,0
21520,3469724,1255246,167939,-16,0.0,180000,0.0,0.0,0.0,0.0,0.0,288.495,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,49.0,Active,0,0
21521,3469887,1061295,167947,-24,0.0,135000,0.0,0.0,0.0,0.0,0.0,1134.045,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active,0,0
21522,3470118,2014538,380906,-4,267099.39,270000,2250.0,4050.0,0.0,1800.0,13431.555,13500.0,13500.0,259180.74,265753.89,265753.89,1.0,2,0.0,1.0,21.0,Active,0,0
21523,3470180,1385205,206702,-11,264961.62,270000,0.0,0.0,0.0,0.0,13610.925,13725.0,13725.0,258493.41,264961.62,264961.62,0.0,0,0.0,0.0,5.0,Active,0,0
21524,3470194,1276259,207714,-12,249615.225,270000,0.0,0.0,0.0,0.0,12870.315,13500.0,13500.0,243906.165,249615.225,249615.225,0.0,0,0.0,0.0,23.0,Active,0,0
21525,3470235,2257102,162332,-4,23266.125,157500,0.0,0.0,0.0,0.0,2337.48,12600.0,10350.0,22797.945,23266.125,23266.125,0.0,0,0.0,0.0,12.0,Active,0,0
21526,3470342,1268324,155650,-11,0.0,180000,0.0,22276.98,0.0,22276.98,2458.71,22275.0,20025.0,0.0,0.0,0.0,0.0,5,0.0,5.0,14.0,Active,0,0
21527,3470856,1470248,190316,-56,0.0,0,0.0,0.0,0.0,0.0,0.0,5454.765,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,29.0,Active,0,0
21528,3471296,2301270,126274,-12,242048.88,270000,211500.0,211500.0,0.0,0.0,0.0,15750.0,2146.095,240578.325,242048.88,242048.88,5.0,5,0.0,0.0,0.0,Active,0,0
21529,3471301,1112597,320745,-4,0.0,180000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
21530,3471809,2391130,371106,-6,138007.44,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,133099.695,138007.44,138007.44,0.0,0,0.0,0.0,76.0,Active,0,0
21531,3471910,2286410,364690,-7,230096.07,225000,0.0,0.0,0.0,0.0,11498.265,11520.0,11520.0,218445.255,228414.015,228414.015,0.0,0,0.0,0.0,13.0,Active,0,0
21532,3472104,1599566,432788,-88,87139.17,90000,0.0,0.0,0.0,0.0,4500.0,5850.0,5850.0,83772.09,87139.17,87139.17,0.0,0,0.0,0.0,2.0,Active,0,0
21533,3472387,2605628,142254,-84,0.0,67500,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
21534,3472467,2728782,273337,-83,138039.93,135000,13500.0,13500.0,0.0,0.0,6750.0,6750.0,6750.0,132247.8,138039.93,138039.93,1.0,1,0.0,0.0,8.0,Active,0,0
21535,3473100,1641251,193479,-77,129484.53,135000,0.0,0.0,0.0,0.0,6750.0,6750.0,6750.0,124469.595,129484.53,129484.53,0.0,0,0.0,0.0,14.0,Active,0,0
21536,3473356,1381395,418539,-77,39476.475,135000,0.0,0.0,0.0,0.0,6750.0,6750.0,6750.0,36547.245,39476.475,39476.475,0.0,0,0.0,0.0,12.0,Active,0,0
21537,3473390,2728782,273337,-72,121686.345,135000,0.0,0.0,0.0,0.0,6750.0,6840.0,6840.0,116850.645,121686.345,121686.345,0.0,0,0.0,0.0,19.0,Active,0,0
21538,3473727,1364479,379048,-58,65718.495,90000,0.0,0.0,0.0,0.0,4500.0,9000.0,9000.0,62776.845,65718.495,65718.495,0.0,0,0.0,0.0,34.0,Active,0,0
21539,3473851,1719774,159958,-52,68272.92,90000,72000.0,72000.0,0.0,0.0,0.0,9348.255,9000.0,62651.745,68272.92,68272.92,3.0,3,0.0,0.0,20.0,Active,0,0
21540,3473881,1625325,335736,-58,45855.315,67500,9000.0,14193.0,0.0,5193.0,3375.0,6750.0,6750.0,42277.95,45855.315,45855.315,1.0,2,0.0,1.0,39.0,Active,0,0
21541,3473940,2671616,144451,-59,137516.85,135000,0.0,0.0,0.0,0.0,6750.0,13500.0,13500.0,132244.2,137516.85,137516.85,0.0,0,0.0,0.0,41.0,Active,0,0
21542,3473994,2075416,350681,-52,0.0,0,0.0,0.0,0.0,0.0,0.0,211.995,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,Active,0,0
21543,3474561,2618462,179660,-91,63365.76,67500,0.0,0.0,0.0,0.0,4050.0,4050.0,4050.0,60841.8,63365.76,63365.76,0.0,0,0.0,0.0,21.0,Active,0,0
